"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,,,,,,,,,,,,,,,,
Source: GF,Source: Path,Type of Test,Manufacturer Product Catalogue number,"Product Name
 (IVD product)",product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Total Criteria Eligibility ,Comments ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,"Reference price per pack EXW, USD","Reference price per test EXW, USD"
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Simple/Stick Ag SARS-CoV-2 (COVID-19),simplestick ag ,,Operon SA,operon sa,,,,,,,,https://operon.es/wp-content/uploads/pdf/IFU-0905185-AG-COV2-ESEN_web.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,InteliSwab COVID-19 Rapid Test,inteliswab  rapid ,,"OraSure Technologies, Inc.",orasure technologies ,,,,,,,,https://inteliswab.com/wp-content/uploads/2021/06/05a-EUA210378_OraSure.OTC_.IFU_.-06-04-2021.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,InteliSwab COVID-19 Rapid Test Rx,inteliswab  rapid  rx,,"OraSure Technologies, Inc.",orasure technologies ,,,,,,,,https://inteliswab.com/wp-content/uploads/2021/06/04a-EUA210276_OraSure.Home-Rx.IFU_06-04-2021.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,VITROS Immunodiagnostic Products SARS-CoV-2 Antigen,vitros immunodiagnostic products antigen,,Ortho Clinical Diagnostics,ortho clinical diagnostics,,,,,,,,https://www.fda.gov/media/145073/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GeneFinder COVID-19 Ag Rapid Test,genefinder  ag rapid ,,OsangHealthcare,osanghealthcare,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351674255202014/anexo/T13612162/nomeArquivo/COVID-19%20Ag%20Rapid%20Test_UnaMedic_Manual_01%20(1)%20(1).pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Card test, antigen card ,,"Oscar Medicare Pvt. Ltd., Delhi, India",oscar medicare pvt  delhi india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Oscar CORONA Rapid Ag Test kit,oscar corona rapid ag  ,,"Oscar Medicare Pvt. Ltd., Delhi, India",oscar medicare pvt  delhi india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,TR COVID-19 Ag Bio-Manguinhos,tr  ag bio manguinhos,,Oswaldo Cruz Foundation,oswaldo cruz foundation,,,,,,,,https://www.bio.fiocruz.br/images/bm-bul-145-00-r---tr-covid-19-ag-h--.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,VSTRIP COVID-19 Antigen Rapid Test,vstrip  antigen rapid ,,Panion & BF Biotech Inc.,panion  bf biotech ,,,,,,,,http://www.vstriptech.com/product/detail/22,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Pantest Coronavirus Ag,pantest coronavirus ag,,Pantest SA,pantest sa,,,,,,,,https://irp-cdn.multiscreensite.com/849c79f0/files/uploaded/cov_ag_folheto.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,One step COVID-19 Antigen detection test (Cov-Ant),one step  antigen detection ant,,Patanjali Pharma,patanjali pharma,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Pathkits SIMPLE COVID-19 Ag Rapid Test,pathkits simple  ag rapid ,,"Pathkits Healthcare Pvt. Ltd., Gurugram (Haryana), India",pathkits healthcare pvt  gurugram haryana india,,,,,,,,https://mautic.metadesignsolutions.com/asset/108:pk-rapid-kit-insert-covid-ag,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PCL COVID19 Ag Gold,pcl 19 ag gold,,PCL Inc.,pcl ,,,,,,,,http://www.pclchip.com/m/eng/sub3/3_5_1.php?mode=view&number=827&page=1&b_name=eng_notice,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PerkinElmer COVID-19 Antigen Test,perkinelmer  antigen ,,PerkinElmer Inc.,perkinelmer ,,,,,,,,https://perkinelmer-appliedgenomics.com/home/sars-cov-2-testing-solutions/perkinelmer-covid-19-antigen-test/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,INDICAID COVID-19 Rapid Antigen Test,indicaid  rapid antigen ,,"PHASE Scientific International, Ltd.",phase scientific international ,,,,,,,,https://www.fda.gov/media/151215/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Gmate Covid-19,gmate ,,"Philosys Co., Ltd",philosys ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Pinpoint Covid-19 Screening Assay,pinpoint  screening assay,,Pinpoint Science Inc.,pinpoint science ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Rapid Test,  antigen rapid ,,Pishtaz Teb Diagnostics,pishtaz teb diagnostics,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PolyMed COVID-19 Rapid Ag Test kit,polymed  rapid ag  ,,Poly Medicure Ltd.,poly medicure ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Exdia COVID-19 Ag,exdia  ag,,"Precision Biosensor, Inc.",precision biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,PBCheck COVID-19 Ag,pbcheck  ag,,"Precision Biosensor, Inc.",precision biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Sure status COVID-19 Ag Test,sure status  ag ,,Premier Medical Corporation Pvt. Ltd,premier medical corporation pvt ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,P4DETECT COVID-19 Ag,p4detect  ag,,"PRIME4DIA Co., Ltd",prime4dia ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,P4DETECT COVID-19 SAg,p4detect  sag,,"PRIME4DIA Co., Ltd",prime4dia ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,P4DETECT COVID-19/flu,p4detect flu,,"PRIME4DIA Co., Ltd",prime4dia ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Rapid Test Ag 2019-nCoV,rapid  ag 2019 ncov,,ProGnosis Biotech,prognosis biotech,,,,,,,,https://www.prognosis-biotech.com/wp-content/uploads/2020/12/Prognosis-Biotech_Technical-Note_COVID19-Nasal-Swab_IVD_v4.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,DROP-TECH,drop tech,,PROMOITALIA GROUP SPA,promoitalia group spa,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,InstaCOVID Ag kit,insta ag ,,Qawach Bio,qawach bio,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,QIAreach SARS-CoV-2 Antigen Test,qiareach antigen ,,QIAGEN GmbH,qiagen gmbh,,,,,,,,https://www.fda.gov/media/151383/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag, ag,,"Qingdao Hightop Biotech Co., Ltd",qingdao hightop biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351735678202018/anexo/A2379895/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Ag -- Celer Biotecnologia, ag  celer biotecnologia,,"Qingdao Hightop Biotech Co., Ltd",qingdao hightop biotech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351735678202018/anexo/A2379895/nomeArquivo/INSTRUCAO-DE-USO%20-%201%20de%201.PDF?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Simoa SARS-CoV-2 N Protein Antigen test,simoa n protein antigen ,,Quanterix Corporation,quanterix corporation,,,,,,,,https://www.fda.gov/media/144929/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BIOCLIN FAST COVID-19 Ag,bioclin fast  ag,,QUIBASA QUÍMICA BÁSICA LTDA,quibasa qumica bsica a,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351292382202091/anexo/T13810494/nomeArquivo/Instru%C3%A7%C3%B5es%20de%20Uso%20-%20BIOCLIN%20FAST%20COVID-19%20Ag%20-%20Vers%C3%A3o%20Janeiro%202021.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,QuickVue At-Home COVID-19 Test,quickvue at home  ,,Quidel Corporation,quidel corporation,,,,,,,,https://www.fda.gov/media/146312/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,QuickVue At-Home OTC COVID-19 Test,quickvue at home otc  ,,Quidel Corporation,quidel corporation,,,,,,,,https://www.fda.gov/media/147250/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Sofia 2 Flu + SARS Antigen FIA,sofia 2 flu antigen fia,,Quidel Corporation,quidel corporation,,,,,,,,https://www.fda.gov/media/142704/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Sofia 2 SARS Antigen FIA,sofia 2  antigen fia,,Quidel Corporation,quidel corporation,,,,,,,,https://www.fda.gov/media/137885/download,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,RIDA QUICK SARS-CoV-2 antigen test,rida quick antigen ,,R-Biopharm AG,rbiopharm ag,,,,,,,,https://clinical.r-biopharm.com/wp-content/uploads/sites/3/2020/10/n6803_ridaquick-sars-cov-2_antigen_2020-12-14_en.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BIOCREDIT COVID-19 Ag,biocredit  ag,,RapiGEN Inc.,rapigen ,,,,,,,,http://rapigen-inc.com/wp/wp-content/uploads/2021/05/IFU-BIOCREDIT-COVID-19-Ag.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BIOCREDIT COVID-19 Ag Home Test Nasal,biocredit  ag home  nasal,,RapiGEN Inc.,rapigen ,,,,,,,,http://rapigen-inc.com/wp/wp-content/uploads/2021/07/BIOCREDIT-COVID-19-Ag-Home-Test-Nasal-1T-I-SN-H073A-E00-2021.07.19-IFU-210721-outline-.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,BIOCREDIT COVID-19 Ag Test Nasal,biocredit  ag  nasal,,RapiGEN Inc.,rapigen ,,,,,,,,http://rapigen-inc.com/wp/wp-content/uploads/2021/05/IFU-BIOCREDIT-COVID-1-Ag-test-Nasal-1.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Resilient & Rápido Direct Read SARS-CoV-2 Antigen Influenza A/B Test,resilient  rpido direct read antigen influenza ab ,,Resilient Supplier,resilient supplier,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Resilient & Rápido Direct Read SARS-CoV-2 Antigen Test Cassette KIT,resilient  rpido direct read antigen  cassette ,,Resilient Supplier,resilient supplier,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Resilient Rápido Direct Read SARS-CoV-2 Antigen Paper-Strip Test Kit,resilient rpido direct read antigen paper strip  ,,Resilient Supplier,resilient supplier,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Reszon COVID-19 Rapid Antigen Test,reszon  rapid antigen ,,Reszon Diagnostics International Sdn Bhd,reszon diagnostics international sdn bhd,,,,,,,,https://www.reszonics.com/wp-content/uploads/2020/11/Reszon-COVID-19-Rapid-Antigen-Test.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Rapid Antigen Test / Standard Q Antigen Test,  rapid antigen standard antigen ,,Roche Diagnostics,roche diagnostics,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Elecsys SARS-CoV-2 Antigen test,elecsys antigen ,,"Roche Diagnostics, Inc.",roche diagnostics ,,,,,,,,https://diagnostics.roche.com/content/dam/diagnostics/Blueprint/en/pdf/cps/Elecsys-SARS-CoV-2-Antigen-Jan-2021.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Check MR-COV19,check mr cov19,,"ROHTO Pharmaceutical Co., Ltd.",rohto pharmaceutical ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Romed Coronavirus Ag Rapid Test Cassette (Swab),romed coronavirus ag rapid  cassette swab,,Romed-Holland – Van Oostveen Medical B.V.,romedholland  van oostveen medical bv,,,,,,,,https://romed.nl/downloads/Coronavirus-Ag%20Rapid-Test-Cassette%20(Swab)-Specs.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Test Kit (swab), antigen swab,,"Safecare Biotech (Hangzhou) Co., Ltd.",safecare biotech hangzhou ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ScheBo SARS-CoV-2 Quick Antigen,schebo quick antigen,,ScheBo Biotech AG,schebo biotech ag,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Rapid Antigen Self Test Nasal,  rapid antigen self  nasal,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Rapid Antigen Test Nasal,  rapid antigen  nasal,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,STANDARD F COVID-19 Ag FIA,standard  ag fia,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,STANDARD F COVID-19 Ag FIA -- Eco Diagnostica Ltda,standard  ag fia  eco diagnostica ltda,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,STANDARD F COVID/Flu Ag Combo Test,standard flu ag combo ,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,STANDARD Q COVID-19 Ag Home Test,standard  ag home ,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,STANDARD Q COVID-19 Ag Test -- Eco Diagnostica Ltda,standard  ag   eco diagnostica ltda,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,https://extranet.who.int/pqweb/sites/default/files/documents/EUL_0563-117-00_STANDARD_Q_COVID-19_AgTest_PR_v_4.0.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,STANDARD Q COVID/Flu Ag Combo Test,standard flu ag combo ,,"SD BIOSENSOR, Inc.",sd biosensor ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Insta COVID-19 Ag One Step SARS-CoV-2 Antigen Rapid Test,insta  ag one step antigen rapid ,,Seloi Healthcare,seloi healthcare,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,S1 COVID-19 Rapid Antigen Test,s1  rapid antigen ,,"SensingSelf, Pte, Ltd",sensingself  ,,,,,,,,https://sensingself.me/antigen_s1.php,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,S4 - Multiplex Rapid Antigen Test - COVID-19/MERS/Influenza A/Influenza B,s4 multiplex rapid antigen  mersinfluenza ainfluenza b,,"SensingSelf, Pte, Ltd",sensingself  ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Sensitest Joysbio Antigen Rapid Test for Covid-19,sensitest joysbio antigen rapid  ,,Sensitest The Netherlands BV,sensitest the netherlands bv,,,,,,,,https://www.sensitest.nl/gebruiksaanwijzing/sensitest-quickguide-antigen-rapidtest-corona.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 Antigen Rapid Test Kit, antigen rapid  ,,SG Diagnostics,sg diagnostics,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Rapid Ag Test Kit (Colloidal Gold),  rapid ag colloidal gold,,SGA Medikal,sga medikal,,,,,,,,http://www.sgadx.com/testlosungen-fur-sars-cov-2/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Rapid Ag Test Kit (IFA),  rapid ag ifa,,SGA Medikal,sga medikal,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19 and Influenza A+B Antigen Combo Rapid Test (Colloidal Gold), and influenza ab antigen combo rapid  colloidal gold,,Shanghai Chemtron Biotech Co. Ltd,shanghai chemtron biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Covid-19 Antigen Rapid Test (Colloidal gold), antigen rapid  colloidal gold,,Shanghai Chemtron Biotech Co. Ltd,shanghai chemtron biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19/Influenza A+B/RSV/Adenovirus Antigen Combo Rapid Test (Colloidal Gold),influenza abrsvadenovirus antigen combo rapid  colloidal gold,,Shanghai Chemtron Biotech Co. Ltd,shanghai chemtron biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,COVID-19/Influenza A+B/RSV/Antigen Combo Rapid Test (Colloidal Gold),influenza abrsvantigen combo rapid  colloidal gold,,Shanghai Chemtron Biotech Co. Ltd,shanghai chemtron biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Bioeasy 2019-nCoV Ag Fluorescence Rapid Test Kit (Time-Resolved Fluorescence),bioeasy 2019 ag fluorescence rapid time resolved fluorescence,,"Shenzhen Bioeasy Biotechnology Co., Ltd",shenzhen bioeasy biotechnology ,,,,,,,,http://en.bioeasy.com.tr/2019-novel-coronavirus-2019-ncov-ag-test-kit-fluorescence-immunochromatographic-assay/,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Green Spring Flu A & Flu B & COVID-19 Ag Rapid Test,green spring flu  flu   ag rapid ,,"Shenzhen Lvshiyuan Biotechnology Co., Ltd",shenzhen lvshiyuan biotechnology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Green Spring SARS-CoV-2 Antigen Rapid Test Kit,green spring antigen rapid  ,,"Shenzhen Lvshiyuan Biotechnology Co., Ltd",shenzhen lvshiyuan biotechnology ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 & Influenza A/B Antigen Combo Test Kit (Colloidal Gold), influenza ab antigen combo colloidal gold,,"Shenzhen Microprofit Biotech Co., Ltd",shenzhen microprofit biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Antigen Test Kit (Fluorescence Immunoassay),  antigen fluorescence immunoassay,,"Shenzhen Microprofit Biotech Co., Ltd",shenzhen microprofit biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,GLINE-2019-nCoV Ag,gline 2019 ag,,Shenzhen Yhlo Biotech Co. Ltd,shenzhen yhlo biotech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,iFlash-2019-nCoV Antigen,iflash 2019 antigen,,Shenzhen Yhlo Biotech Co. Ltd,shenzhen yhlo biotech ,,,,,,,,https://v1.cecdn.yun300.cn/100084_1908195166/CLIA-2019-nCoV_Ag.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Unicell-2019-nCoV Ag,unicell 2019 ag,,Shenzhen Yhlo Biotech Co. Ltd,shenzhen yhlo biotech ,,,,,,,,https://v1.cecdn.yun300.cn/100084_1908195166/Bro-UNICELL-2019-nCoV_Ag-20201013-ok.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,DIAKEY COVID-19 Ag Rapid Test,diakey  ag rapid ,,ShinJin Medics Inc,shinjin medics ,,,,,,,,download via product webpage,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,One Step novel corona virus (COVID-19) Antigen Test Kit,one step novel corona virus  antigen  ,,Sidak Lifecare Pvt. Ltd.,sidak lifecare pvt ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,ADVIA Centaur SARS-CoV-2 Antigen (CoV2Ag),advia centaur antigen cov2ag,,Siemens Healthcare Diagnostics Inc.,siemens healthcare diagnostics ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Atellica IM SARS-CoV-2 Antigen (CoV2Ag),atellica im antigen cov2ag,,Siemens Healthcare Diagnostics Inc.,siemens healthcare diagnostics ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,CLINITEST Rapid COVID-19 Antigen Test,clinitest rapid  antigen ,,Siemens Healthineers,siemens healthineers,,,,,,,,https://static.healthcare.siemens.com/siemens_hwem-hwem_ssxa_websites-context-root/wcm/idc/groups/public/@global/@lab/@poc/documents/download/mdew/mdaz/~edisp/ld_poc_antigen_rapid_covid-19_antigen_test_final-07519413.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Maglumi SARS-CoV-2 Ag (CLIA),maglumi ag clia,,"Snibe Co., Ltd (Shenzhen New Industries Biomedical Engineering Co., Ltd)",snibe  shenzhen new industries biomedical engineering ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Sona-COVID-19 LFA,sona  lfa,,Sona Nanotech,sona nanotech,,,,,,,,https://sonanano.com/wp-content/uploads/2020/09/Sona-Nanotech-COVID-19-LFA-Instructions-for-Use-IFU-CV-2-V00-RUO-1.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-Cov-2 Antigen Rapid Test Cassette (Swab),  antigen rapid  cassette swab,,Spring Healthcare Services AG,spring healthcare services ag,,,,,,,,https://springhealthcare.org/wp-content/uploads/2020/12/IFU-_-EU.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SAIC-19 Ag Kit,saic 19 ag ,,"Sri Sathya Sai Institute of Higher Learning, Anantpur (Andhra Pradesh), India",sri sathya sai institute of higher learning anantpur andhra pradesh india,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SARS-CoV-2 Tru-EIA,  tru eia,,St. Petersburg Research Institute of Vaccines and Sera (FSUE SPbSRIVS FMBA),st petersburg research institute of vaccinessera fsue spbsrivs fmba,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,iNSTAXPLOR COVID19 Ag – Rapid Antigen Test,instaxplor 19 ag  rapid antigen ,,"STRUmed Solutions Pvt. Ltd., Chennai (TamilNadu), India",strumed solutions pvt  chennai tamilnadu india,,,,,,,,https://img1.wsimg.com/blobby/go/29e70578-eade-40f6-a276-5e9500bb7c6e/downloads/STRUmed%20IFU%20.pdf?ver=1608119901873,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SGTi-flex COVID-19 & Flu A/B Ag DUO,sgti flex flu ab ag duo,,"Sugentech, Inc.",sugentech ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SGTi-flex COVID-19 Ag,sgti flex  ag,,"Sugentech, Inc.",sugentech ,,,,,,,,https://consultas.anvisa.gov.br/api/consulta/produtos/25351046621202032/anexo/T13667156/nomeArquivo/BL0350%20-%20REV03%20-%2012-2020%20-%20SGTI-FLEX%20COVID-19%20AG.pdf?Authorization=Guest,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,2019-nCoV Antigen Rapid Test (Colloidal Gold),2019 antigen rapid  colloidal gold,,"Sure Bio-Tech (USA) Co., Ltd",sure biotech usa ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,Diagnostic Kit for SARS-CoV-2 Ag (Fluorescence Immunochromatographic Assay),diagnostic  ag fluorescence immunochromatographic assay,,"Sure Bio-Tech (USA) Co., Ltd",sure biotech usa ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,SureScreen COVID-19 Antigen Rapid Test Cassette,surescreen  antigen rapid  cassette,,SureScreen Diagnostics Ltd,surescreen diagnostics ,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,InstantSure Covid-19 Ag Card,instantsure  ag card,,"Suzhou Saier ImmunoBiotech CO., LTD, (Saier Biotech)",suzhou saier immunobiotech  saier biotech,,,,,,,,http://en.saiertech.com/upload/202104/27/202104271634007987.pdf,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,HISCL SARS-CoV-2 Ag Reagent Kit,hiscl ag reagent ,,Sysmex Corporation,sysmex corporation,,,,,,,,,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,FORA COVID-19 Antigen Rapid test,fora  antigen rapid ,,TaiDoc Technology Corporation,taidoc technology corporation,,,,,,,,https://foracare-suisse-ag.app.box.com/s/a4jsuzbo8unzwf6ca7vpsbgcdkzg8mdg,#N/A,#N/A
,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,,VTRUST COVID-19 Antigen Rapid test,vtrust  antigen rapid ,,TaiDoc Technology Corporation,taidoc technology corporation,,,,,,,,https://taidoc.com/wp-content/uploads/2020/09/Covid-19-antigen-rapid-test.pdf,#N/A,#N/A
