,"GF+PATH Unique Antigens (+ GF PCR,AgB tests)",,,Show Duplicate: Enable,,,,,,,,,,,,"Vlookup to Phase column I ""Phase"" in PATH-Antigen only-02/28/22",,,"vlookup to ""CE-markted tests""","ISNUMBER(SEARCH(""US FDA EUA"", R1))","ISNUMBER(SEARCH(""Health Canada/Interim Order"", R1))","ISNUMBER(SEARCH(""WHO EUL"", R1))","ISNUMBER(SEARCH(""PMDA"", R1))","ISNUMBER(SEARCH(""TGA"", R1))",ADP COVID-19 Diagnostics Procurement Resource,PATH Antigen ,,Vlookup to GF Pricing- Column D,INDEX/MATCH to ADP COVID-19 Diagnostics Procurement resource Column T,Vlookup to GF Pricing- Column E,,33,462,146,174,101,
20,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1149,1149,OD060122/01,KIRIDA Novus SARS-CoV-2 Real-Time PCR kit- Omicron detection kit,,kirida novus  real time omicrondetection,,Kriya Medical Technologies Pvt. Ltd.,kriya medical technologies pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0117,,,,Yes
20,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1151,1151,CT-8223-48T,Multiple Real-Time PCR Kit for Detection of 2019-nCoV,,multiple real time  detection 2019 ncov,,"Beijing Applied Biological Technologies Co., Ltd",beijing applied biological technologies,,China,China,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,http://www.x-abt.com/,,,,,,IND0139,,,,
20,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1152,1152,,Multiple Real-Time PCR kit for Detection of 2019-nCoV,,multiple real time  detection 2019 ncov,,"Beijing NaGene Diagnosis Reagent Co., Ltd",beijing nagene diagnosis reagent,,China,China,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,http://www.nagened.com/,,,,,,IND0140,,,,Yes
21,,,SARS-CoV-2 Nucleic Acid Amplification Technologies,1154,1154,"JC10223-1NW-25T, JC10223-1NW-50T",PerfectQ COVID-19 Coronavirus Real Time PCR Kit,,perfectq  coronavirus real time,,Jiangsu Bioperfectus Technologies Co. Ltd,jiangsu bioperfectus technologies,,China,China,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,http://www.s-sbio.com/,,,,,,IND0174,,,,Yes
21,,,Lateral flow assay (strip or cassette),1155,1155,COV-19C25,VERI-Q PCR 316 COVID-19 detection system,,veri 316  detection system,,MiCoBiomed Co. Ltd,micobiomed,,Republic of Korea,Republic of Korea,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,http://www.micobiomed.com/,,,,,,IND0179,,,,Yes
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1158,1158,PCCV200301S,Coronavirus (COVID-19) IgG/IgM Rapid Test,,coronavirus  iggigmrapid,,"Voxtur Bio Ltd, Surat (Gujarat), India",voxtur bio  surat gujarat india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0218,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1159,1159,RCOVID200301T,COVID-19 IgM/IgG Antibody Detection Card Test,COVID19IgMIgGAntibodyDetectionCardTest,igmigg antibodydetection card,,"VANGUARD Diagnostics, Delhi, India",vanguard diagnostics delhiindia,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0219,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1160,1160,CVCT030420 CVCT0204203 CVCT0104202,Makesure COVID-19 Rapid test,MakesureCOVID19Rapidtest,makesure  rapid,,"HLL Lifecare Limited, Gurugram (India) India",hll lifecare limited gurugramindia india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0220,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1161,1161,CVC 200401,ACCUCARE IgM/IgG Lateral Flow Assay kit,ACCUCAREIgMIgGLateralFlowAssaykit,accucare igmigg lateral flowassay,,"Lab Care Diagnostics India Pvt. Ltd, Mumbai (Maharashtra), India",lab care diagnostics india pvt mumbai maharashtra india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0221,,,,
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1162,1162,NUL/COV-19/R&D/001,Abchek COVID-19 IgM/IgG Antibody Rapid Test,AbchekCOVID19IgMIgGAntibodyRapidTest,abchek  igmiggantibody rapid,,"NuLifecare, Noida (UP), India",nulifecare noida up india,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,IND0222,,,,Yes
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1163,1163,A10420 A20420,One Step Corona Virus (COVID-19) IgM/IgG Antibody Test,,one step corona virus igmigg antibody,,"Alpine Biomedicals, Ambala (Haryana), India",alpine biomedicals ambalaharyana india,,,,,"US FDA EUA
 Health Canada/Interim Order",,,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0223,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1164,1164,COV-002,COVID 19 IgM/IgG Rapid Test Kit (ver 2.0),COVID19IgMIgGRapidTestKitver2.0,igmigg rapid  ver 20,,"Medsource Ozone Biomedicals, Haryana, India",medsource ozone biomedicalsharyana india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0224,,,,
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1165,1165,E142001,Immuno Quick Rapid Test for Detection of Novel Coronavirus (COVID-19) IgM/IgG Antibodies,ImmunoQuickRapidTestforDetectionofNovelCoronavirusCOVID19IgMIgGAntibodies,immuno quick rapid  fordetection novel coronavirus igmigg antibodies,,"Immuno Science India Pvt. Ltd, Pune, India",immuno science india pvt  puneindia,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,IND0225,,,,Yes
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1166,1166,COV20030059 COV20030059-1,BMT COVID-19 IgG/IgM Rapid Test Kit,,bmt  iggigm rapidtest,,"BMT Diagnostics (Rafael Diagnostic), Israel",bmt diagnostics rafael diagnosticisrael,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,IND0226,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1167,1167,COVID19S004A COVID19S004B COVID19S004C,One Step COVID-19 IgM/IgG Antibody,OneStepCOVID19IgMIgGAntibody,one step  igmigg antibody,,"SIDAK Life Care Pvt. Ltd., New Delhi, India",sidak life care pvt  new delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0227,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1168,1168,DI/COV19/R&D/001 DI/COV19/R&D/002,Xamin COVID-19 Rapid Test Device,,xamin  rapid device DI/COV19,,"Diagnocure, Solan (HP), India",diagnocure solan hp india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0228,,,,
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1169,1169,E143001 E143002 E143003,ImmunoQuick COVID-19 IgG Rapid Test Device,ImmunoQuickCOVID19IgGRapidTestDevice,immunoquick  iggrapid  device,,ImmunoScience India Pvt. Ltd.,immunoscience india pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0229,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1170,1170,COV03 – 200421 COV03 – 200325 COV03 - 200318,PCL COVID-19 IgG/IgM Rapid Gold,PCLCOVID19IgGIgMRapidGold,pcl  iggigm rapid gold,,"PCL, Inc., Seoul, Republic of Korea (Hemogenomics Pvt. Ltd.)",pcl  seoul republic of korea hemogenomics pvt,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0230,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1171,1171,COV-D005 COV-D006 COV-D007,Rapid test - Corona Antibody (IgM/IgG),RapidtestCoronaAntibodyIgMIgG,rapid  corona antibody igmigg,,"Oscar Medicare Pvt. Ltd., (Delhi) India",oscar medicare pvt  delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0231,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1172,1172,2000705A 2000652A 2000555A,Edinburgh Genetics COVID-19 Colloidal Gold Immunoassay Testing kit IgG / IgM combined,EdinburghGeneticsCOVID19ColloidalGoldImmunoassayTestingkitIgGIgMcombined,edinburgh genetics  colloidal gold immunoassay ing  igg  igm combined,,"Edinburgh Genetics, UK BioPanda Reagents, UK",edinburgh genetics uk biopanda reagents uk,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0232,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1173,1173,NCP20042902 NCP20052204 NCP20051603,COVID-19 Rapid Test,,rapid,,"Inbios (Delhi), India",inbios delhi india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0233,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1174,1174,F1708202 F1708203 F1708204,TRUSTline COVID-19 Ab Rapid Test,,trustline  ab rapid,,"Athenese-Dx Private Limited, Chennai (TamilNadu), India",athenesedx private limited chennai tamilnadu india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0234,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1175,1175,20200401 20200303,Corona virus (COVID-19) Rapid Test,CoronavirusCOVID19RapidTest,corona virus  rapid,,"Beijing Zhangjian Antai Diagnostic Technology, China (Aura Medical Devices Pvt. Ltd.)",beijing zhangjian antai diagnostic technology china aura medical devices pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0235,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1176,1176,ZRD/20/K-26 ZRD/20/K-25,Rapid Test for detection of IgM and IgG antibodies,RapidTestfordetectionofIgMandIgGantibodies,rapid  detection igm and igg antibodies,,Zephyr Biomedicals (A Division of Tulip Diagnostics Pvt. Ltd.),zephyr biomedicals division of tulip diagnostics pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0236,,,,
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1177,1177,CIG-D001 CIG-D002 CIG-D003,Corona IgG Ab detection Test (OSCOVID-IgG),,corona igg ab detection  os igg,,"Oscar Medicare Pvt Ltd., (Delhi) India",oscar medicare pvt  delhi india,,,,,WHO EUL,,,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,IND0237,,,,Yes
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1178,1178,ZRD/20/K-50 ZRD/20/K-51,IgG Covimmuno Device,,igg covimmuno device,,Zephyr Biomedicals (A Division of Tulip Diagnostics Pvt. Ltd.),zephyr biomedicals division of tulip diagnostics pvt,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0238,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1179,1179,ELRDCO0004 ELRDCO0005 ELRDCO0006,EdgeXpress Covid-19 Ab detection Test Kit (IgG/IgM),EdgeXpressCovid19AbdetectionTestKitIgGIgM,edgexpress  ab detection iggigm,,"Edge Pharma Pvt. Ltd., Mumbai (Maharashtra), India",edge pharma pvt  mumbai maharashtra india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0239,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1180,1180,RD-COV 01/0920 RD-COV 02/0920 RD-COV 03/0920,EzDx^{TM} Covid-19 IgG/IgM Rapid Antibody Test,EzDx{TM}Covid19IgGIgMRapidAntibodyTest,ezdxtm  iggigm rapid antibody,,Advy Chemicals Pvt. Ltd.,advy chemicals pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0240,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1181,1181,OSC-G001 OSC-G002 OSC-G003,Optra Shield COVID-19 (IgG) Rapid Test Kit,OptraShieldCOVID19IgGRapidTestKit,optra shield  igg rapid,,Oscar Medicare Pvt. Ltd.,oscar medicare pvt,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0241,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1182,1182,96I0420S 96I0520S 96I0620S,Sure Status COVID-19 IgG/IgM Card Test,SureStatusCOVID19IgGIgMCardTest,sure status  iggigmcard,,"Premier Medical Corporation Private Ltd., Valsad (Gujarat), India",premier medical corporation private valsad gujarat india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0242,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1183,1183,DI/COVG/401 DI/COVG/402 DI/COVG/403,Xamin COVID-19 Rapid Test Device,XaminCOVID19RapidTestDevice,xamin  rapid device DI/COVG,,"Diagnocure, Solan (HP), India",diagnocure solan hp india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0243,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1184,1184,W19500309 W19500302 W19500351 W19500338,SARS-CoV-2 Antibody test (Lateral flow method),SARSCoV2AntibodytestLateralflowmethod,antibody  lateral flow method,,Guangzhou Wondfo Biotech M R Roofs Private Ltd Abbott Laboratories Zydus Cadilla,guangzhou wondfo biotech r roofs private  abbott laboratories zydus cadilla,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0244,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1185,1185,CK2003010410,COVID-19 IgM/IgG Antibody Rapid Test,,igmigg antibodyrapid,,Zhuhai Livzon Diagnostics (CE- IVD),zhuhai livzon diagnostics ce ivd,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0245,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1186,1186,20200226,Biomedomics COVID-19 IgM IgG Rapid Test,,biomedomics  igm iggrapid,,"BioMedomics (CE-IVD), China",biomedomics ceivd china,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0246,,,,
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1187,1187,E054002 E054004,Standard Q Covid -19 IgM/IgG Duo test,,standard   19 igmigg duotest,,"M/s S.D. Biosensor, Inc South Korea",ms sd biosensor  south korea,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0247,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1188,1188,CoV2HI GG96-001 CoV2HI GG96-002 CoV2HI GG96-003,COVID Kavach IgG ELISA,COVIDKavachIgGELISA,kavach igg elisa,,"Zydus Cadila Healthcare Ltd., Ahmedabad (Gujarat), India",zydus cadila healthcare  ahmedabad gujarat india,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0248,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1189,1189,E200420AW,Euroimmun Anti- SARS-COV-2 IgG ELISA,EuroimmunAntiSARSCOV2IgGELISA,euroimmun anti  igg elisa,,"Euroimmun US Inc., USA",euroimmun us  usa,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0249,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1190,1190,C86095G-20200206 C86095G-20200210,SARS-CoV-2 IgG CLIA,SARSCoV2IgGCLIA,igg clia,,"YHLO iFlash, China",yhlo iflash china,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,IND0250,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1191,1191,A06201 A06202 A06203,KAVACH Karwa SARS-COV 2 IgG ELISA,KAVACHKarwaSARSCOV2IgGELISA,kavach karwa igg elisa,,"Karwa Enterprises Pvt. Ltd, Delhi, India",karwa enterprises pvt  delhi india,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0251,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1192,1192,ECCV200601S ECCV200602S ECCV200603S,VOXEL Anti-SARS COV-2 IgG Antibody detection kit COVID KAVACH,VOXELAntiSARSCOV2IgGAntibodydetectionkitCOVIDKAVACH,voxel anti igg antibody detection kavach,,"Voxtur Bio Ltd., Mumbai (Maharashtra) India",voxtur bio  mumbai maharashtra india,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0252,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1193,1193,CVEG200601 CVEG200602 CVEG200603,Novel Coronavirus COVID-19 IgG ELISA,NovelCoronavirusCOVID19IgGELISA,novel coronavirus  igg elisa,,"Lab-Care Diagnostics (India) Pvt. Ltd., Valsad (Gujarat), India",labcare diagnostics india pvt  valsad gujarat india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0253,,,,
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1194,1194,TCOG2001 TCOG2002 TCOG2003,ErbaLisa COVID-19 IgG ELISA,,erbalisa  igg elisa,,"Transasia Bio-Medicals Ltd., Mumbai (Maharashtra), India",transasia biomedicals  mumbai maharashtra india,,,,,Health Canada/Interim Order,,,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,IND0254,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1195,1195,MRD-113 MRD-114 MRD-115,Anti-SARS CoV-2 Human IgG ELISA,AntiSARSCoV2HumanIgGELISA,anti human igg elisa,,"Meril Diagnostics Pvt. Ltd., Vapi (Gujarat), India",meril diagnostics pvt  vapi gujarat india,,,,,"TGA
 Health Canada",,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,IND0255,,,,Yes
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1196,1196,EKG010620 EKG020720 EKG030720,COVID Kawach IgG MICROLISA,COVIDKawachIgGMICROLISA,kawach igg microlisa,,"J. Mitra & Co. Pvt. Ltd., Delhi, India",j mitra  pvt  delhi india,,,,,Health Canada,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0256,,,,
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1197,1197,COV2006 COV2007 COV2008,ASPEN SARS CoV-2 IgG ELISA Kit,ASPENSARSCoV2IgGELISAKit,aspen igg elisa,,"Aspen Laboratories Pvt. Ltd., Hyderabad (Telangana), India",aspen laboratories pvt  hyderabad telangana india,,,,,Health Canada,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0257,,,,
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1198,1198,TEGGCV-2001 TEGGCV-2002 TEGGCV-2003,PROLISA Covid-19 IgG ELISA,PROLISACovid19IgGELISA,prolisa  igg elisa,,"Promea Therapeutics Pvt. Ltd., Hyderabad (Telangana), India",promea therapeutics pvt  hyderabad telangana india,,,,,Health Canada,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0258,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1199,1199,COVK-004 COVK-005 COVK-006,COVID KAVACH Anti-SARS CoV-2 Human IgG ELISA kit,COVIDKAVACHAntiSARSCoV2HumanIgGELISAkit,kavach anti human igg elisa,,"Trivitron Healthcare Pvt. Ltd., Mumbai (Maharashtra), India",trivitron healthcare pvt  mumbai maharashtra india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0259,,,,
22,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1200,1200,0420/3AA 0420/5AA 0420/6FB,COVID-19 IgG ELISA,COVID19IgGELISA,igg elisa,,"DIA.PRO Diagnostic Bioprobes Srl, Italy",diapro diagnostic bioprobes srl italy,,,,,PMDA,,,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,IND0260,,,,Yes
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1201,1201,ELISA0008 ELISA0009 ELISA0010,ELISafe19 COVID-19 IgG ELISA Detection kit,ELISafe19COVID19IgGELISADetectionkit,elisafe19  igg elisa detection,,"HIMEDIA Laboratories Pvt. Ltd., Mumbai (Maharashtra), India",himedia laboratories pvt  mumbai maharashtra india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0261,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1202,1202,2025 2035 2045,COVID-19 IgG ELISA kit,COVID19IgGELISAkit,igg elisa,,"KJB Diagnostics, Hyderabad (Telangana), India",kjb diagnostics hyderabad telangana india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0262,,,,
21,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1203,1203,EGCOV-0820-T01 EGCOV-0820-T02 EGCOV-0820-T03,GBLISA COVID-19 S1 RBD IgG ELISA Test Kit,GBLISACOVID19S1RBDIgGELISATestKit,gblisa  s1 rbd igg elisa,,"Genuine Biosystem Pvt. Ltd., Chennai (TamilNadu), India",genuine biosystem pvt  chennai tamilnadu india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0263,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1204,1204,ECOVG-010820 ECOVG-020820 ECOVG-030820,Alpine Anti-SARS-CoV-2 IgG ELISA Test,,alpine anti igg elisa,,"Alpine Biomedicals Pvt. Ltd., Ambala (Haryana), India",alpine biomedicals pvt  ambala haryana india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0264,,,,
20,,,ELISA,1205,1205,COV2007-001 COV2007-002 COV2007-003,Q-LISA COVID,,q lisa,,"POCT Services Pvt. Ltd., Delhi, India",poct services pvt  delhi india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0265,,,,Yes
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1206,1206,2020050212 2020060111 2020050301,SARS-COV-2 IgG CLIA,,igg clia,,"Shenzhen Mindray Bio-Medical Electronics Co. Ltd., China",shenzhen mindray biomedical electronics  china,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0266,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1207,1207,E06001 E06002 E06003,STANDARD E COVID-19 IgG ELISA,,standard  igg elisa,,"SD Biosensor Healthcare Pvt. Ltd., Gurugram (Haryana), India",sd biosensor healthcare pvt  gurugram haryana india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0267,,,,
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1208,1208,COVELG-001 COVELG-002 COVELG-003,CORONA IgG ELISA,,corona igg elisa,,"Oscar Medicare Pvt. Ltd., (Delhi) India",oscar medicare pvt  delhi india,,,,,TGA,,,FALSE,FALSE,FALSE,FALSE,TRUE,,,,,,,,,IND0268,,,,Yes
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1209,1209,ZRD/20/K-53 ZRD/20/K-54 ZRD/20/K-61,QUALISA COVID IgG anti-SARS-CoV COVID-19 IgG ELISA,,qualisa  igg anti  igg elisa,,Qualpro Diagnostics (A Division of Tulip Diagnostics Pvt. Ltd.),qualpro diagnostics division of tulip diagnostics pvt,,,,,WHO EUL,,,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,IND0269,,,,Yes
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1210,"1210, 1211",0392003/1 | 20394002/1,GA CoV2 IgG ELISA | GA CoV2 IgG+ ELISA,,ga cov2 igg elisa,,GA Generic Assays GmbH | GA Generic Assays GmbH,ga generic assays gmbh,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,"IND0270, IND0271",,,,Yes
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1212,1212,L202/00200622 L201/00200525 L199/00200428,SARS-CoV-2 IgG ELISA,,igg elisa,,"Microlyn Healthcare Pvt. Ltd., Neelankarai (TamilNadu), India",microlyn healthcare pvt  neelankarai tamilnadu india,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0272,,,,
19,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1213,1213,902933313 902935089 902935090,PANBIO SARS-CoV-2 IgG ELISA,,panbio igg elisa,,"Axis-Shield Diagnostics Ltd., Scotland",axisshield diagnostics  scotland,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0273,,,,
20,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,1214,1214,CVG6087,Erbalisa COVID-19 IgG ELISA,,erbalisa  igg elisa,,"Calbiotech Inc., USA",calbiotech  usa,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0274,,,,Yes
20,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1215,"1215, 1143",E055003,STANDARD Q COVID-19 Ag,,standard  ag,,"SD Biosensor, South Korea / India",sd biosensor south korea  india,,,,,US FDA EUA,,,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,"IND0275, IND0100",,,,Yes
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1216,1216,CVG200601 CVG200602 CVG200603,Accucare COVID-19 Antigen Lateral Test Device,,accucare  antigen lateral  device,,"LabCare Diagnostics Ltd., Valsad (Gujarat), India (Supplied by MyLab Discovery Solutions)",labcare diagnostics  valsad gujarat india supplied mylab discovery solutions,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0276,,,,
19,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1217,1217,IG10020S-R2004 IG10020S-R2005 IG10020S-R2006,VSTRIP COVID-19 Antigen Rapid Test,,vstrip  antigen rapid,,"Panion & BF Biotech., Taiwan (Supplied by Tricell Biologics, Chennai)",panion  bf biotech taiwan supplied tricell biologics chennai,Taiwan,,Taiwan,Test approved by one or more regulatory bodies,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,IND0279,,,,
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1218,"1218, 1138",2005K104 2005K105 2005K106,PCL COVID-19 Rapid FIA,PCLCOVID19RapidFIA,pcl  rapid fia,,"PCL Inc, South Korea",pcl  south korea,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,"IND0280, IND0088",,,,
21,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,1219,"1219, 1140",9710120S 9710220S 9710320S,Sure status COVID-19 Ag Test (CIPtest COVID-19 Antigen Card Test),SurestatusCOVID19AgTestCIPtestCOVID19AntigenCardTest,sure status  ag  ciptest  antigen card,,"Premier Medical Corporation, Valsad (Gujarat), India (Supplied by Cipla ltd.)",premier medical corporation valsad gujarat india supplied cipla,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,"IND0281, IND0091",,,,
