,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
1038,1038,27877,22-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , ORD",,United States,5356.2,0.0,USD,0.0,,0.0,,30.0,KG,KIT COBAS 68008800 SARSCOV2 RMC. QTY 30 PCS BATCH NO.G32313 MFG DATE 06.01.2021 EXP DATE 30.11.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1039,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,131 | 132 | 133,cobas | cobas | cobas,{'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics", |  |  |  |  |  | ,1.0,131 | 132 | 133
1039,1039,27879,20-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",PK - Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,"SINGUWAY BIOTECH INC , HKG",,China,8234.01,0.0,USD,0.0,,0.0,,63.0,KG,PCR KIT FOR COVID19  48 TESTSKIT QTY63 KITS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,1040,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,952 | 1035 | 1442,pcr | pcr | pcr,{'pcr': '1ea'} | {'pcr': '1ea'} | {'pcr': '1ea'},0.5,836 | 838 | 175 | 860 | 828 | 855 | 210 | 935 | 607 | 608 | 52 | 1365 | 830 | 856 | 825 | 473 | 471 | 851 | 603 | 625 | 816 | 822 | 636 | 161 | 220 | 310 | 817 | 19 | 438 | 441 | 440 | 418 | 442 | 563 | 917 | 987 | 936 | 950 | 754 | 45,biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech, |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  |  | ,0.08333333333333333,651
1040,1040,27889,20-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SMART TECH SOLUTIONS,PESHAWAR,PK - Pakistan,.,.,.,.,"VIVANTIS TECHNOLOGIES SDN BHD , KUALA LUMPUR",,Malaysia,733.0,0.0,USD,0.0,,0.0,,72.0,KG,COVID19 PCR KIT  GF1 VIRAL NUCLEIC ACID EXTRACTION KIT PROTEINASE K  CARRIER RNA INCLUDED 100 PREPS  150 KITS,0.0,,,,,,PPAF,,,,0.0,,,,,,,,,,,1041,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,144 | 208,"acid,nucleic | acid,100,nucleic","{'acid,nucleic': '1ea'} | {'acid,100,nucleic': '1ea'}",0.8,581,"bhd,sdn",,0.08333333333333333,930
1041,1041,27978,19-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,KHI PAK,PK - Pakistan,.,.,.,.,"NOVATEC IMMUDIAGNOSTICA GMBH , FRA DE",,Singapore,1290.24,0.0,USD,0.0,,0.0,,4.0,KG,GSD NovaPrime SARSCoV2 RealTime PCR COVID19  96 tests QTY04 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,1042,Pakistan Trade Atlas All 2021 HS 382200.csv,7.333333333333333,1395,"gsd,pcr,novaprime","{'gsd': 20, 'pcr,novaprime': '1ea'}",0.5,244 | 188 | 514 | 515,gmbh | gmbh | gmbh | gmbh, |  |  | ,0.023809523809523808,80
1042,1042,28011,19-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,KHI PAK,PK - Pakistan,.,.,.,.,"NOVATEC IMMUDIAGNOSTICA GMBH , FRA DE",,Singapore,1008.76,0.0,USD,0.0,,0.0,,4.0,KG,GSD NovaType SARSCoV2 ID RTPCR RUO only  96 tests QTY04 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,1043,Pakistan Trade Atlas All 2021 HS 382200.csv,6.666666666666667,317 | 1395,gsd | gsd,"{'gsd': 20, '': '1ea'} | {'gsd': 20, '': '1ea'}",0.5,244 | 188 | 514 | 515,gmbh | gmbh | gmbh | gmbh, |  |  | ,0.0,
1043,1043,28076,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,3537.8,0.0,USD,0.0,,0.0,,70.0,KG,ARC SARSCOVID2 100 OUSECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1044,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,930 | 208,100 | 100,{'100': '1ea'} | {'100': '1ea'},1.8,484,"abbott,diagnostics,gmbh",,0.05,428
1044,1044,28089,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGM CAL OUSStandard or calibrator,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1045,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1076,igm,"{'igm': 4, '': '1ea'}",1.8,484,"abbott,diagnostics,gmbh",,1.0,769 | 772
1045,1045,28105,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,10090.6,0.0,USD,0.0,,0.0,,20.0,KG,ARC SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1046,Pakistan Trade Atlas All 2021 HS 382200.csv,4.0,1075,igg,"{'igg': 4, '': '1ea'}",1.8,484,"abbott,diagnostics,gmbh",,1.0,768 | 771
1046,1046,28111,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,17658.2,0.0,USD,0.0,,0.0,,70.0,KG,ARC SARSCOVID2 100T OUSECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1047,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,309,100t,{'100t': '1ea'},1.8,484,"abbott,diagnostics,gmbh",,0.0,
1047,1047,28115,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CTL OUSControl,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1048,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.8,484,"abbott,diagnostics,gmbh",,0.0,
1048,1048,28135,17-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , IND",,United States,383220.0,0.0,USD,0.0,,0.0,,180.0,KG,"DIAGNOSTICS REAGENT KIT COBAS 68008800 SARSCOV2 192T QTY 180 PCS BATCH NO G32241 MFG DT 5.1.2021 EXP DT 30.11.2021 EXEMPTION OF SRO 1251 , 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1049,Pakistan Trade Atlas All 2021 HS 382200.csv,2.0,1399,reagent,"{'reagent': 4, '': '1ea'}",2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics", |  |  |  |  |  | ,2.6666666666666665,252
1049,1049,28151,17-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , IND",,United States,6070.36,0.0,USD,0.0,,0.0,,34.0,KG,"KIT COBAS 68008800 SARSCOV2 RMC QTY 34 PCS BATCH NO G32299 MFG DT 8.1.2021 EXP DT 30.11.2021 EXEMPTION OF SRO 1251 , 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1050,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273 | 131 | 132 | 133,10 | cobas | cobas | cobas,{'10': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics", |  |  |  |  |  | ,1.0,131 | 132 | 133
1050,1050,28170,17-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , IND",,United States,77880.0,0.0,USD,0.0,,0.0,,15.0,KG,"KIT COBAS 68008800 SARSCOV2 480T QTY 15 PCS BATCH NO G32206 MFG DT 6.1.2021 EXP DT 30.11.2021 EXEMPTION OF SRO 1251 , 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1051,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273 | 131 | 132 | 133,10 | cobas | cobas | cobas,{'10': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},2.0,131 | 132 | 133 | 252 | 256 | 643 | 647,"roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics | roche,diagnostics", |  |  |  |  |  | ,1.0,131 | 132 | 133
1051,1051,28181,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,"MOLECULAR BIOLOGY PRODUCTS INC , YYZ",,Canada,3450.0,0.0,USD,0.0,,0.0,,15.0,KG,GenomeCoV19 Detection Kit QTY15.00 KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,1052,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,328 | 925 | 245 | 164 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021,detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection,"{'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'} | {'detection': 1, '': '1ea'}",0.5,916 | 17 | 18 | 32 | 33 | 975 | 672 | 988 | 434,molecular | molecular | molecular | molecular | molecular | molecular | molecular | biology | molecular, |  |  |  |  |  |  |  | ,0.0625,988
1052,1052,28189,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH , FRA",,United States,125.0,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS COVID 2 CTLOUS,0.0,,,,,,KPAF,,AL FAIZ INTERNATIONAL,,0.0,,,,,,,,,,,1053,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,727 | 70 | 1240 | 531 | 680,2 | 2 | 2 | 2 | 2,{'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'},0.8,484,"abbott,gmbh",,0.08333333333333333,70
1053,1053,28199,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH , FRA",,United States,125.0,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS COVID 2 CTL OUS,0.0,,,,,,KPAF,,AL FAIZ INTERNATIONAL,,0.0,,,,,,,,,,,1054,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,727 | 70 | 1240 | 531 | 680,2 | 2 | 2 | 2 | 2,{'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'},0.8,484,"abbott,gmbh",,0.08333333333333333,70
1054,1054,28212,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH , FRA",,United States,194.0,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS COVID 2 100 OUS,0.0,,,,,,KPAF,,AL FAIZ INTERNATIONAL,,0.0,,,,,,,,,,,1055,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,930 | 208,100 | 100,{'100': '1ea'} | {'100': '1ea'},0.8,484,"abbott,gmbh",,0.08333333333333333,70
1055,1055,28214,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH , FRA",,United States,100.0,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS COVID 2 CAL OUS,0.0,,,,,,KPAF,,AL FAIZ INTERNATIONAL,,0.0,,,,,,,,,,,1056,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,727 | 70 | 1240 | 531 | 680,2 | 2 | 2 | 2 | 2,{'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'} | {'2': '1ea'},0.8,484,"abbott,gmbh",,0.08333333333333333,70
1056,1056,28245,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,"BODITECH MED INC , 43  GEODUDANJI 1 GIL  DONGNAE M",,South Korea,17829.95,0.0,USD,0.0,,0.0,,43.0,KG,ITEMS SERIAL NO.17 COVID19 nAb,0.0,,,,,,KPAF,,LIAQUAT TRADERS,,0.0,,,,,,,,,,,1057,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,833,nab,{'nab': '1ea'},2.0,30 | 329,"med,boditech | med,boditech", | ,0.0,
1057,1057,28255,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH , FRA",,United States,2005.0,0.0,USD,0.0,,0.0,,5.0,KG,ARC SARS COVID 2 100T OUS,0.0,,,,,,KPAF,,AL FAIZ INTERNATIONAL,,0.0,,,,,,,,,,,1058,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,309,100t,{'100t': '1ea'},0.8,484,"abbott,gmbh",,0.08333333333333333,70
1058,1058,28321,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , SANDHOFER STRASSE 116",,Germany,307.86,0.0,USD,0.0,,0.0,,3.0,KG,SARSCOV2 EXTRACTION SOLUTION C QTY 3 PCS BATCH NO 54651501 MFG DT 1.2.2021 EXP DT 30.4.2021 exemption of sro 1251  1257  and 1241 serial  10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1059,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1273 | 268 | 291,10 | 3 | 3,{'10': '1ea'} | {'3': '1ea'} | {'3': '1ea'},3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,0.16666666666666666,1273
1059,1059,28339,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES,RAWALPINDI,PK - Pakistan,.,.,.,.,"BIOMERIEUX SA EXPORT / HORS DO , FR",,France,210000.0,0.0,USD,0.0,,0.0,,500.0,KG,REALTIME PCR KIT FOR DETECTION OF CORONAVIRUSSARSCOV2500 NOS.,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,1060,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,736 | 1409,"realtime,detection | realtime,pcr","{'detection': 1, 'realtime': '1ea'} | {'realtime,pcr': '1ea'}",0.5,38 | 673 | 49 | 639 | 671 | 489,sa | sa | sa | sa | sa | sa, |  |  |  |  | ,0.0,
1060,1060,28383,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",NATIONAL TB CONTROL PROGRAM (NTR),"NATIONAL MANAGER NTP, 23-WEST, ZAKIA AZIZ PLAZA, BLUE AREA, FAZAL-E-HAQ ROAD, ISLAMABAD",PK - Pakistan,.,.,.,.,"CEPHEID HBDC SAS , FRANCE",,Sweden,664317.39,0.0,USD,0.0,,0.0,,3320.0,KG,"TEST KIT COV210XPRSARS COV210  KIT XPRESS,SARSCOV2,10 TEST, LOT SERIAL1000228350,1000228563,1000228798,1000229172, EXPIR DAT07.11.2021 INVOICE NO9000647025 DAT23.11.2",0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,1061,Pakistan Trade Atlas All 2021 HS 382200.csv,0.0,,,,1.0,759,cepheid,,0.0,
1061,1061,28387,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , SANDHOFER STRASSE 116",,Germany,88.68,0.0,USD,0.0,,0.0,,3.0,KG,ANTISARS COV2 S CS ELECSYS QTY 3 PCS BATCH NO 51336001 MFG DT 211020 EXP DT 30921,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1062,Pakistan Trade Atlas All 2021 HS 382200.csv,10.0,256 | 777,elecsys | elecsys,"{'elecsys': 20, '': '1ea'} | {'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,20.0,256 | 893 | 911
1062,1062,28406,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,126.02,0.0,USD,0.0,,0.0,,2.0,KG,ARC  SARSCOVID2    CONTROL  OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1063,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,1251,control,{'control': '1ea'},1.8,484,"abbott,diagnostics,gmbh",,0.0,
1063,1063,28437,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , SANDHOFER STRASSE 116",,Germany,7600.7,0.0,USD,0.0,,0.0,,10.0,KG,ANTI SARS COV2 ELECSYS COBAS E 200 QTY 10 PCS BATCH NO 51639401 MFG DT 221020 EXP DT 30421,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1064,Pakistan Trade Atlas All 2021 HS 382200.csv,20.0,777,"anti,elecsys","{'anti': 20, 'elecsys': 20, '': '1ea'}",3.0,893 | 911 | 914,"roche,diagnostics,gmbh | roche,diagnostics,gmbh | roche,diagnostics,gmbh", |  | ,40.0,893 | 911
1064,1064,28450,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,"QIAGEN GMBH , QIAGEN STRASSE 1",,Germany,243.71,0.0,USD,0.0,,0.0,,1.0,KG,DIAGNOSTIC REAGENTSARTUS CMV RG PCR KIT 24 CE QTY 1 PC,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1065,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1338 | 952 | 1035 | 1442,diagnostic | pcr | pcr | pcr,{'diagnostic': '1ea'} | {'pcr': '1ea'} | {'pcr': '1ea'} | {'pcr': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.023809523809523808,80
1065,1065,28504,15-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,225.2,0.0,USD,0.0,,0.0,,2.0,KG,ARC  SARSCOVID2  CONTROL  OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,1066,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,1251,control,{'control': '1ea'},1.8,484,"abbott,diagnostics,gmbh",,0.0,
