level_0,index,NO,ARRIVAL DATE,HS CODE,HS CODE DESCRIPTION,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB,EXPORTER NAME,EXPORTER ADDRESS,COUNTRY OF ORIGIN,IMPORT VALUE FOB,IMPORT VALUE CIF,CURRENCY,NET WEIGHT,NET WEIGHT UNIT,GROSS WEIGHT,GROSS WEIGHT UNIT,QUANTITY,QUANTITY UNIT,PRODUCT DETAILS,NUMBER OF PACKAGES,PACKAGES UNIT,INCOTERMS,PLACE OF DELIVERY,BRAND NAME,MANUFACTORING COMPANY,PORT OF ARRIVAL,PORT OF DEPARTURE,NOTIFY PARTY,NOTIFY ADDRESS,VOLUME,VOLUME UNIT,PREPORT,SHIPPER COUNTRY,US STATE,US PORT2,FINAL US PORT,FINAL FOREIGN PORT,FINAL COUNTRY,CONTAINER COUNT,TOTAL TEUS,SOURCE_DATA_ROW,SOURCE_FILE_NAME,T,TES,TEST,BOX,CASSETTES,RXN,RNX,REACTION,KIT,PCS,PCE,STRIP,PDC,PDC_SPLIT,words,refined_words,REQUIRES_MANUAL_VERIFICATION,test_quantity,test_quantity_final,Auto_Data_Quality_index,Test_Type,Date,USD,IDR,JPY,CNY,AUD,GBP,EUR,SGD,VND,IMPORT_VALUE_CIF_USD,VOLUME1_PCE,VOLUME2_BOX,PER_PCE_GROSS_WEIGHT,PER_BOX_GROSS_WEIGHT,PER_PCE_NET_WEIGHT,PER_BOX_NET_WEIGHT,PER_PCE_UNIT_PRICE,PER_BOX_UNIT_PRICE,NEW_QUANTITY_UNIT,EQUAL_VOLUMES,PCE_NET_WEIGHT_CHECK,PCE_GROSS_WEIGHT_CHECK,BOX_NET_WEIGHT_CHECK,BOX_GROSS_WEIGHT_CHECK,PCE_PRICE_CHECK,BOX_PRICE_CHECK,DQI,QUANTITY_UNIT_FINAL,PCE_COUNT_IGNORE,BOX_COUNT_IGNORE,PDC_NEW_DF,MERGE_KEY,Count Data,Source: GF,Source: Path,Type of Test,Unique Identifier,Merged Unique ID,Manufacturer Product Catalogue number,"Product Name
(IVD product)",Product name- Special characters removed,product_keywords,Reference detail,Manufacturer,manufacturer_keywords,Manufacturer HQ location- PATH,Manufactuer location- ADP ,Consolidated HQ Manufacturer Location [Info from Column I and J] (PATH Manufactuer HQ & ADP Manufacturer HQ),Phase ,Total SRA Criteria Eligibility ,Comments ,CE-IVD ,US FDA EUA (US Food and Drug Administration Emergency Use Authorization) ,Health Canada/Interim Order,WHO EUL (Emergency Use Listing),PMDA (Pharmaceuticals and medical devices agency),TGA (Therapeutic Goods Administration),IFU Link,IFU Link , IFU link Combined sources [Info from Column P&Q] (IFU links from ADP COVID-19 DPR & PATH),"Global Fund-Reference price per pack EXW, USD",ADP- Indicative purchase pricing (per test),"Global Fund- Reference price per test EXW, USD",Consolidated price per test (Global Fund- Reference price per test + ADP- Indicative purchase pricing (per test),Pakistan Merged ID,India Merged ID,Indonesia Merged ID,South Africa Merged ID,Philippines Merged ID,SRA Approval,PDC_NEW_MRL,product_match,MATCH_PERCENT,MRL_CHECK,DQI_FINAL,UNIQUE_ID_PULL,UNIT_PRICE_MATCH,REFERENCE_DETAIL_CLEAN,REFERENCE_DETAIL_MATCH
22,22,571,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,46222.2,USD,468.12,Kg.,5359.0,Kg.,500.0,PCE,SARS-COV-2 IGM (ELECTROCHEMILUMINESCENCE,0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,0,0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS IGM ELECTROCHEMILUMINESCENCE,"['SARS', 'IGM', 'ELECTROCHEMILUMINESCENCE']",[],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-02-10,1.0,7.15e-05,0.0095458,0.1550075,0.7733354,1.3835086,1.2127092,0.7541478,4.35e-05,46222.2,500.0,500.0,10.718,10.718,0.93624,0.93624,92.44439999999999,92.44439999999999,[],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,SARSCOV2 IGM ELECTROCHEMILUMINESCENCE,10,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,0,,,,0
23,23,582,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,170013.0,USD,1721.82,Kg.,5359.0,Kg.,4000.0,PCE,SARS-COV-2 ANTIGEN (GICA),0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,0,0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS ANTIGEN GICA,"['SARS', 'ANTIGEN', 'GICA']",[],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-10,1.0,7.15e-05,0.0095458,0.1550075,0.7733354,1.3835086,1.2127092,0.7541478,4.35e-05,170013.0,4000.0,4000.0,1.33975,1.33975,0.430455,0.430455,42.50325,42.50325,[],1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,SARSCOV2 ANTIGEN GICA,11,20.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,610.0,610,,SARS-CoV-2 Antigen FIA,,antigen fia,nan,"Acon Biotech (Hangzhou) Co., Ltd",acon biotech hangzhou,China,,China,Test approved by one or more regulatory bodies,,,,False,False,False,False,False,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,,SARSCOV2 ANTIGEN GICA,SARSCOV2 ANTIGEN FIA,0.926829268292683,1,25,610.0,,,0
26,26,641,2021-02-10 03:00:00,38220090,Lain-lain,PT. UBC MEDICAL INDONESIA,"JL. RAWA GELAM V BLOK L KAV. 11-13, KAWASAN INDUSTRI PULOGADUNG, CAKUN",ID - Indonesia,.,.,.,.,WUXI BIOHERMES BIO & MEDICAL TECHNOLOGY,"CO.,LTD ADD: NO.88 MASHAN MEILIANG ROAD, BINHU DIS",China,0.0,21486.0,USD,125.6,Kg.,149.0,Kg.,400.0,NMP,"SARS-COV-2 ANTIGEN TEST (LATERAL FLOW METHOD) (25PCS ,X 1 VIAL) / KIT",25,PK,0,0,0,0,SOEKARNO-HATTA (U),CAPITAL INTERNATIONAL APT/BEIJING,GARUDA INDONESIA,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,SARS ANTIGEN TEST LATERAL FLOW METHOD 25PCS X 1 VIAL KIT,"['SARS', 'ANTIGEN', 'TEST', 'LATERAL', 'FLOW', 'METHOD', '25PCS', 'X', '1', 'VIAL', 'KIT']","['25PCS', '1']","['25PCS', '1']",,['25'],25.0,Keyword and Value both are present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-10,1.0,7.15e-05,0.0095458,0.1550075,0.7733354,1.3835086,1.2127092,0.7541478,4.35e-05,21486.0,400.0,10000.0,0.3725,0.0149,0.314,0.01256,53.715,2.1486,"['BOX', 'BOX', 'BOX']",0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,BOX,0,3,SARSCOV2 ANTIGEN TEST LATERAL FLOW METHOD 25PCS X 1 VIAL KIT,12,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
27,27,646,2021-02-10 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT MIGNON SISTA INTERNATIONAL,"JL RAYA GBHN NO. 120, KEL. BOJONG NANGKA, KEC. GUNUNG PUTRI, KAB. BOGO",ID - Indonesia,.,.,.,.,"HANGZHOU CLONGENE BIOTECH CO.,LTD.","NO.1 YICHUANG ROAD, YUHANG SUB-DISTRICT, YUHANG DI",China,0.0,21490.7,USD,146.0,Kg.,163.0,Kg.,10000.0,PCE,"COVID-19 ANTIGEN RAPID TEST CASSETTE EACH CASSETTE INCLUDES: TEST CASSETTE, EXTRACTION REAGENT,",10,CT,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI PU DONG APT,MU,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, ANTIGEN RAPID TEST CASSETTE EACH CASSETTE INCLUDES TEST CASSETTE EXTRACTION REAGENT,"['ANTIGEN', 'RAPID', 'TEST', 'CASSETTE', 'EACH', 'CASSETTE', 'INCLUDES', 'TEST', 'CASSETTE', 'EXTRACTION', 'REAGENT']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-10,1.0,7.15e-05,0.0095458,0.1550075,0.7733354,1.3835086,1.2127092,0.7541478,4.35e-05,21490.7,10000.0,10000.0,0.0163,0.0163,0.0146,0.0146,2.14907,2.14907,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,PCE,3,0,COVID19 ANTIGEN RAPID TEST CASSETTE EACH CASSETTE INCLUDES TEST CASSETTE EXTRACTION REAGENT,13,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
28,28,663,2021-02-10 03:00:00,38220090,Lain-lain,PT. RAFA TOPAZ UTAMA,JL.RADIN INTEN II TAMAN BUARAN INDAH I BLOK U NO.242 RT.006  RW.014 KL,ID - Indonesia,.,.,.,.,LIFOTRONIC TECHNOLOGY (HONG KONG) LIMITE,"19H, MAXGRAND PLAZA NO.3 TAI YAU STREET SAN PO KON",Hong Kong,0.0,3400.25,USD,34.44,Kg.,5359.0,Kg.,80.0,PCE,SARS-COV-2 ANTIGEN (GICA),0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,GARUDA INDONESIA,0,0,0.0,0.0,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS ANTIGEN GICA,"['SARS', 'ANTIGEN', 'GICA']",[],[],1,[],1.0,No Keyword present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-10,1.0,7.15e-05,0.0095458,0.1550075,0.7733354,1.3835086,1.2127092,0.7541478,4.35e-05,3400.25,80.0,80.0,66.9875,66.9875,0.4305,0.4305,42.503125,42.503125,[],1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,0,SARSCOV2 ANTIGEN GICA,14,20.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,610.0,610,,SARS-CoV-2 Antigen FIA,,antigen fia,nan,"Acon Biotech (Hangzhou) Co., Ltd",acon biotech hangzhou,China,,China,Test approved by one or more regulatory bodies,,,,False,False,False,False,False,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,,SARSCOV2 ANTIGEN GICA,SARSCOV2 ANTIGEN FIA,0.926829268292683,1,25,610.0,,,0
30,30,731,2021-02-09 03:00:00,38220090,Lain-lain,PT. MAKMUR BERKAH SEHAT,"KOMPLEK PERGUDANGAN & INDUSTRI SAFE N LOCK,A NO.1278 RT. RW. KEL.RANGK",ID - Indonesia,.,.,.,.,RICH TECH ETRADE LIMITED,"FLAT/RM 05B BLK B 3/FHONG KONG,INDUSTRIAL CENTRE489-491 CASTLE,HONG KO",Hong Kong,0.0,5380.98,USD,101.0,Kg.,101.9,Kg.,5120.0,PCE,2019-NCOV ANTIGEN RAPID TEST CASSETTE,0,PK,0,0,0,0,SOEKARNO-HATTA (U),HONG KONG,RAYA AIRWAYS,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019NCOV ANTIGEN RAPID TEST CASSETTE,"['2019NCOV', 'ANTIGEN', 'RAPID', 'TEST', 'CASSETTE']",['2019NCOV'],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-09,1.0,7.15e-05,0.0095623,0.1553905,0.7719027,1.3781698,1.2103607,0.753012,4.35e-05,5380.98,5120.0,5120.0,0.019902343750000002,0.019902343750000002,0.0197265625,0.0197265625,1.05097265625,1.05097265625,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,PCE,3,0,2019NCOV ANTIGEN RAPID TEST CASSETTE,15,18.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,8.0,8,,2019-nCoV Antigen Rapid Test Cassette,,2019 antigen rapid  cassette,nan,"Hunan Lituo Biotechnology Co., Ltd",hunan lituo biotechnology,China,,China,Test approved by one or more regulatory bodies,,,,False,False,False,False,False,,,,,,,,,,,,,,2019NCOV ANTIGEN RAPID TEST CASSETTE,2019NCOV ANTIGEN RAPID TEST CASSETTE,1.0,1,100,8.0,,,0
33,33,807,2021-02-09 03:00:00,38220010,"Pelat, lembaran, film, foil dan strip dari plastik diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. MEGASETIA AGUNG KIMIA,JL.  PARADISE TIMUR RAYA G1/7-10 RT 014/013 SUNTER AGUNG TANJUNG PRIOK,ID - Indonesia,.,.,.,.,BTNX INC.,570 HOOD RD. UNIT 4 & 23 MARKHAM ON L3R 4G7 CANADA,Canada,0.0,29142.7,USD,152.44,Kg.,167.0,Kg.,10000.0,PCE,RAPID RESPONSE COVID-19 ANTIGEN TEST CASSETTE BAIK/BARU,400,BX,0,0,0,0,SOEKARNO-HATTA (U),MANCHESTER,TK,0,0,0.0,0.0,Canada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RAPID RESPONSE ANTIGEN TEST CASSETTE BAIKBARU,"['RAPID', 'RESPONSE', 'ANTIGEN', 'TEST', 'CASSETTE', 'BAIKBARU']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-09,1.0,7.15e-05,0.0095623,0.1553905,0.7719027,1.3781698,1.2103607,0.753012,4.35e-05,29142.7,10000.0,10000.0,0.0167,0.0167,0.015244,0.015244,2.91427,2.91427,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,PCE,3,0,RAPID RESPONSE COVID19 ANTIGEN TEST CASSETTE BAIKBARU,16,20.0,,x,SARS-CoV-2 Antigen Rapid Diagnostic Tests,552.0,552,,Rapid Response COVID-19 Antigen Rapid Test Device,,rapid response  antigen rapid  device,nan,BTNX Inc.,btnx,Canada,,Canada,Test approved by one or more SRA,,,,False,False,False,False,False,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,https://www.tauns.co.jp/wp-content/uploads/2020/08/sars-cov-2_packageinsert_c21.pdf,,,,,,,,,,,,RAPID RESPONSE COVID19 ANTIGEN TEST CASSETTE BAIKBARU,RAPID RESPONSE COVID19 ANTIGEN RAPID TEST DEVICE,0.7524752475247525,1,100,552.0,,,0
37,37,922,2021-02-09 03:00:00,38220090,Lain-lain,PT. MULTI SARANA MEDIKA,"KOMP GADING BUKIT INDAH BLOK B NO. 1, JL BUKIT GADING RAYA KLP GADING",ID - Indonesia,.,.,.,.,"ADVANCED MEDICAL UNION (WUHAN) CO., LTD","BUILDING 9,818 GAOXIN AVENUE,WUHAN,P.R.CHINA",China,0.0,132627.0,USD,969.0,Kg.,1152.0,Kg.,70000.0,SET,SARS-COV-2 ANTIGEN RAPID TEST INCL SWAB KWT BAIK - BARU,103,PK,0,0,0,0,SOEKARNO-HATTA (U),XIAMEN,CHINA AIRLINES,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SARS ANTIGEN RAPID TEST INCL SWAB KWT BAIK BARU,"['SARS', 'ANTIGEN', 'RAPID', 'TEST', 'INCL', 'SWAB', 'KWT', 'BAIK', 'BARU']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-09,1.0,7.15e-05,0.0095623,0.1553905,0.7719027,1.3781698,1.2103607,0.753012,4.35e-05,132627.0,70000.0,70000.0,0.016457142857142858,0.016457142857142858,0.013842857142857143,0.013842857142857143,1.8946714285714286,1.8946714285714286,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,PCE,3,0,SARSCOV2 ANTIGEN RAPID TEST INCL SWAB KWT BAIK BARU,17,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
40,40,1032,2021-02-08 03:00:00,38220090,Lain-lain,PT. ENSEVAL MEDIKA PRIMA,"JALAN PULO LENTUT NO. 12, KAWASAN INDUSTRI PULOGADUNG ,CAKUNG , JAKART",ID - Indonesia,.,.,.,.,BIOMERIEUX ASIA PACIFIC PTE LTD,11 BIOPOLIS WAY#10-04 HELIOS SINGAPORE 138667,Singapore,0.0,5691.51,USD,24.61,Kg.,1108.0,Kg.,38.0,EA,VIDAS SARS-COV-2 IGG (9COG) 60T -,0,PK,0,0,0,0,SOEKARNO-HATTA (U),CHARLES DE GAULLE APT/PARIS,KOREAN AIR,0,0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIDAS SARS IGG 9COG 60T ,"['VIDAS', 'SARS', 'IGG', '9COG', '60T']","['9COG', '60T']",['60T'],,['60'],60.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-02-08,1.0,7.13e-05,0.0094707,0.1549259,0.7662835,1.3691128,1.2025012,0.748447,4.35e-05,5691.51,38.0,2280.0,29.157894736842106,0.48596491228070177,0.6476315789473684,0.010793859649122807,149.77657894736842,2.4962763157894736,"['BOX', 'BOX']",0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,BOX,0,2,VIDAS SARSCOV2 IGG 9COG 60T ,18,20.0,,,SARS-CoV-2 Antibody Rapid Diagnostic Tests,785.0,785,,VIDAS SARS-COV-2IgG (9COG)Code:423834,VIDASSARSCOV2IgG9COGCode:423834,vidas  igg 9cogcode423834,nan,BioMerieux SA376 chemin de l-Orme 69280 Marcy l-Etoile-France,biomerieux sa376 chemin de lorme 69280 marcy letoilefrance,,,,,,,,False,False,False,False,False,,,,,,,,PKS0019,,,,,,VIDAS SARSCOV2 IGG 9COG 60T ,VIDAS SARSCOV2IGG 9COGCODE423834,0.7333333333333333,1,75,785.0,,,0
41,41,1089,2021-02-08 03:00:00,38220090,Lain-lain,PT. HOMEDIK VISI ASIA,GRAND SERPONG MALL LANTAI 1 BLOK G/KA/05 JL MH THAMRIN KM 27 SERPONG R,ID - Indonesia,.,.,.,.,HANGZHOU ALL TEST BIOTECH CO LTD,"550# YINHAI ROAD, BAIYANG STREET, HANGZHOU ECONOMI",China,0.0,20798.1,USD,256.82,Kg.,274.0,Kg.,15200.0,PCE,PREVENT COVID 19 ANTIGEN SWAB NASOPHARINGEAL,0,PK,0,0,0,0,SOEKARNO-HATTA (U),SHANGHAI,GA,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Indonesia 2021-version-13.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PREVENT ANTIGEN SWAB NASOPHARINGEAL,"['PREVENT', 'ANTIGEN', 'SWAB', 'NASOPHARINGEAL']",[],[],,[],1.0,No Keyword present,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-08,1.0,7.13e-05,0.0094707,0.1549259,0.7662835,1.3691128,1.2025012,0.748447,4.35e-05,20798.1,15200.0,15200.0,0.018026315789473685,0.018026315789473685,0.016896052631578947,0.016896052631578947,1.3682960526315788,1.3682960526315788,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,PCE,3,0,PREVENT COVID 19 ANTIGEN SWAB NASOPHARINGEAL,19,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
45,45,1105,2021-02-08 03:00:00,38220090,Lain-lain,GUNTNER INDONESIA,"DESA WONOKOYO, KECAMATAN BEJI, PASURUAN, JAWA TIMUR",ID - Indonesia,.,.,.,.,TRIPLEX INTERNATIONAL BIOSCIENCES,"CN, TRIPLEX BIOLOGICAL PARK NO 2041 XI,XIAMEN,,CHINA",China,0.0,20000.0,EUR,100.0,Kg.,133.0,Kg.,10000.0,PCE,SARS-COV-2 ANTIGEN RAPID TEST KIT (FIRST AID MEDICINE N EQUIPMENT),10,PK,0,0,0,0,SOEKARNO-HATTA (U),XIAMEN,CATHAY PACIFIC,0,0,0.0,0.0,China,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,SARS ANTIGEN RAPID TEST KIT FIRST AID MEDICINE N EQUIPMENT,"['SARS', 'ANTIGEN', 'RAPID', 'TEST', 'KIT', 'FIRST', 'AID', 'MEDICINE', 'N', 'EQUIPMENT']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-08,1.0,7.13e-05,0.0094707,0.1549259,0.7662835,1.3691128,1.2025012,0.748447,4.35e-05,24050.023999999998,10000.0,10000.0,0.0133,0.0133,0.01,0.01,2.4050024,2.4050024,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,3.0,PCE,3,0,SARSCOV2 ANTIGEN RAPID TEST KIT FIRST AID MEDICINE N EQUIPMENT,20,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,75,,,,0
46,46,1117,2021-02-08 03:00:00,38220020,"Kertas karton, gumpalan selulosa dan jaringan dari serat selulosa diresapi atau dilapisi reagen diagnosa atau laboratorium",PT. EXXEL UTAMA,"JL.RAJAWALI SELATAN RAYA BLOK C5/2,RUKAN MULTIGUNA KEMAYORAN BLOK6N",ID - Indonesia,.,.,.,.,"BEIJING GENESEE BIOTECH,INC","#36,YANQI DONGER ROAD,HUAIROU YANQI INDUSTRIAL DEV",China,0.0,163250.0,USD,2333.0,Kg.,2333.0,Kg.,150000.0,E53,ANSWER COVID-19 AG RAPID TEST,209,PK,0,0,0,0,SOEKARNO-HATTA (U),BEIJING,CHINA AIRLINES,0,0,0.0,0.0,United States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Indonesia 2021-version-13.csv,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ANSWER AG RAPID TEST,"['ANSWER', 'AG', 'RAPID', 'TEST']",[],[],,[],1.0,Keyword found but no value,SARS-CoV-2 Antigen Rapid Diagnostic Tests,2021-02-08,1.0,7.13e-05,0.0094707,0.1549259,0.7662835,1.3691128,1.2025012,0.748447,4.35e-05,163250.0,150000.0,150000.0,0.015553333333333334,0.015553333333333334,0.015553333333333334,0.015553333333333334,1.0883333333333334,1.0883333333333334,"['PCE', 'BOX', 'PCE', 'BOX', 'PCE', 'BOX']",1,1.0,1.0,1.0,1.0,1.0,1.0,4.0,PCE,3,0,ANSWER COVID19 AG RAPID TEST,21,18.0,,,SARS-CoV-2 Antigen Rapid Diagnostic Tests,830.0,830,,ANSWER® COVID-19 Ag Rapid Test,,answer  ag rapid,nan,"CTK BIOTECH., INC.",ctk biotech,,,,,,,,False,False,False,False,False,,,,,,,,,,IDN0073,,,,ANSWER COVID19 AG RAPID TEST,ANSWER COVID19 AG RAPID TEST,1.0,1,100,830.0,,,0
50,50,1196,2021-02-08 03:00:00,38220090,Lain-lain,PT. ENSEVAL MEDIKA PRIMA,"JALAN PULO LENTUT NO. 12, KAWASAN INDUSTRI PULOGADUNG ,CAKUNG , JAKART",ID - Indonesia,.,.,.,.,BIOMERIEUX ASIA PACIFIC PTE LTD,11 BIOPOLIS WAY#10-04 HELIOS SINGAPORE 138667,Singapore,0.0,9361.03,USD,40.47,Kg.,1108.0,Kg.,50.0,EA,VIDAS SARS-COV-2 IGM (9COM) 60T -,0,PK,0,0,0,0,SOEKARNO-HATTA (U),CHARLES DE GAULLE APT/PARIS,KOREAN AIR,0,0,0.0,0.0,France,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,Indonesia 2021-version-13.csv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIDAS SARS IGM 9COM 60T ,"['VIDAS', 'SARS', 'IGM', '9COM', '60T']","['9COM', '60T']",['60T'],,['60'],60.0,Keyword and Value both are present,SARS-CoV-2 Antibody Rapid Diagnostic Tests,2021-02-08,1.0,7.13e-05,0.0094707,0.1549259,0.7662835,1.3691128,1.2025012,0.748447,4.35e-05,9361.03,50.0,3000.0,22.16,0.36933333333333335,0.8094,0.01349,187.22060000000002,3.1203433333333335,"['BOX', 'BOX']",0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,BOX,0,2,VIDAS SARSCOV2 IGM 9COM 60T ,22,,,,,,,,,,,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,0.0,0,50,,,,0
