paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
25723,12-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES,"OFFICE#1, 1ST FLOOR, ABC PLAZA, COMMERCIAL CENTER SATELLITE TOWN, RAWALPINDI-PAKISTAN.",PK - Pakistan,.,.,.,.,GENEPROOF A.S,,Czech Republic,18755.1,0.0,USD,0.0,,0.0,,20.0,KG,GENEPROOF SARSCOV2 SCREENING PCR KITS QTY 50 KITS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,945,Pakistan Trade Atlas All 2021 HS 382200.csv
25734,12-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,XIAMEN ZEESAN BIOTECH CO LTD,,China,18.78,0.0,USD,0.0,,0.0,,2.0,KG,"SARSCOV2 VARIANT B 1.1.17 QTY2 PCS EXEMPTION OF SRO 1251, 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,946,Pakistan Trade Atlas All 2021 HS 382200.csv
25740,12-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,XIAMEN ZEESAN BIOTECH CO LTD,,China,81890.9,0.0,USD,0.0,,0.0,,1000.0,KG,"SARSCOV2 TEST KIT REALTIME PCR QTY 1000 PCS EXEMPTION OF SRO CUSTOM DUTY 1251, SALES TAX 1257 AND INCOME TAX 1241 SERIAL NO 10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,947,Pakistan Trade Atlas All 2021 HS 382200.csv
25761,12-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN  LIFOTRONIC  TECHNOLO,,China,156902.4,0.0,USD,0.0,,0.0,,6400.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ASSAY KITS 25TKIT QTY6400 KITS,0.0,,,,,,KPFI,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,948,Pakistan Trade Atlas All 2021 HS 382200.csv
25765,12-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,166144.0,0.0,USD,0.0,,0.0,,32.0,KG,KIT COBAS 68008800 SARSCOV2 480T QTY 32 PCS BATCH NO G34336 MFG DT 20.1.2021 EXP DT 31.12.2021 EXEMPTION OF SRO 1251  1257 AND 1241 SERIAL 10,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,949,Pakistan Trade Atlas All 2021 HS 382200.csv
25790,12-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DOW UNIVERSITY OF HEALTH SCIENCES (DUHS),"BABA-E-URDU ROAD, NEAR CIVIL HOSPITAL, 74200 KARACHI",PK - Pakistan,.,.,.,.,AGILENT TECHNOLOGIES DENMARK APS,,Japan,1845.74,0.0,USD,0.0,,0.0,,16.45,KG,LAB DIAGNOSTIC ITEM  DAKO COVERGLASS 24X50MM 1000PCS ARTICAL NO.CS704302 25 NOS VALUE IN UNIT ON INVOICE,0.0,,,,,,KPFI,,KARKUN AGENCY,,0.0,,,,,,,,,,,950,Pakistan Trade Atlas All 2021 HS 382200.csv
25885,10-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL PAKISTAN (PVT) LTD,"162, Banglore Town, Shahrah-e-Faisal,",PK - Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL AVIATION UK LTD,,United Kingdom,52.12,0.0,USD,0.0,,0.0,,0.5,KG,9076788744 Covid Test Kits,0.0,,,,,,LPFI,,SHAH AGENCIES,,0.0,,,,,,,,,,,951,Pakistan Trade Atlas All 2021 HS 382200.csv
25898,10-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ZYBIO INC,,China,84775.4,0.0,USD,0.0,,0.0,,1122.0,KG,NUCLIEC ACID EXTRACTION KIT  MAGNETIC BEAD METHOD T20096 TEST KIT FOR EXM 6000 FOR COVID   1050 KIT,0.0,,,,,,KPFI,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,952,Pakistan Trade Atlas All 2021 HS 382200.csv
25899,10-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ZYBIO INC,,China,30632.26,0.0,USD,0.0,,0.0,,552.5,KG,NUCLIEC ACID EXTRACTION  KIT  MAGNETIC BEAD METHOD B200 32 TESTKIT FOR AUTO PURE 32  968 KIT FOR COVID,0.0,,,,,,KPFI,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,953,Pakistan Trade Atlas All 2021 HS 382200.csv
25907,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,,PK - Pakistan,.,.,.,.,EUROFINS GENESCAN TECHNOLOGIES GMBH,,Singapore,1862.73,0.0,USD,0.0,,0.0,,3.0,KG,VIRSeek SARSCOV2 Mplex  96 reactions QTY 03.00KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,954,Pakistan Trade Atlas All 2021 HS 382200.csv
25912,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,10090.56,0.0,USD,0.0,,0.0,,4.0,KG,ALNTY  SARSCOVID2   IGG  1000T    OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,955,Pakistan Trade Atlas All 2021 HS 382200.csv
25914,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2  CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,956,Pakistan Trade Atlas All 2021 HS 382200.csv
25921,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5045.2,0.0,USD,0.0,,0.0,,20.0,KG,ARC SARSCOVID2  100T  OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,957,Pakistan Trade Atlas All 2021 HS 382200.csv
25922,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,121.2,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARSCOVID2  CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,958,Pakistan Trade Atlas All 2021 HS 382200.csv
25923,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1516.2,0.0,USD,0.0,,0.0,,30.0,KG,ARC SARSCOVID2  100T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,959,Pakistan Trade Atlas All 2021 HS 382200.csv
25925,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI TECH SCIENTIFIC INTERNATIONAL,"AL, F833/11-B, F BLOCK HOLY FAMILY HOSPITAL SATELLITE TOWN, RAWALPINDI PAKISTAN",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,United States,3951.4,0.0,USD,0.0,,0.0,,46.0,KG,KITS.. i NUCLEIC ACID EXTRACTION KITS  LOT NO DRAO120004  REF NO P1211301  EXPIRY DATE 26122021  QTY  32 TESTKIT  TOTAL TEST 2144 PCS  ii SARSCOV2 RTPCR TEST KIT  L,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,960,Pakistan Trade Atlas All 2021 HS 382200.csv
25929,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,1231.38,0.0,USD,0.0,,0.0,,8.0,KG,BOSPHORE SARSCOV2 VARIANT DETECTION KIT V2 50RXNBOX QTY 8 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,961,Pakistan Trade Atlas All 2021 HS 382200.csv
25938,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5837.3,0.0,USD,0.0,,0.0,,35.0,KG,ARC SARSCOVID2  IGGII  QUANT    100TECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,962,Pakistan Trade Atlas All 2021 HS 382200.csv
25940,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.01,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2  CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,963,Pakistan Trade Atlas All 2021 HS 382200.csv
25950,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARSCOVID2  IGG   CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,964,Pakistan Trade Atlas All 2021 HS 382200.csv
25952,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1173.65,0.0,USD,0.0,,0.0,,5.0,KG,ALNTY SARSCOVID2  IGGII QUANT  CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,965,Pakistan Trade Atlas All 2021 HS 382200.csv
25953,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,337.8,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARSCOVID2  CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,966,Pakistan Trade Atlas All 2021 HS 382200.csv
25959,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1099.52,0.0,USD,0.0,,0.0,,4.0,KG,ALNTY SARSCOVID2  IGGII QUANT  CONTROL,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,967,Pakistan Trade Atlas All 2021 HS 382200.csv
25979,08-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GENIX PHARMA (PVT) LTD,4445-B Korangi Creek Road,PK - Karachi,.,.,info@genixpharma.com,www.genixpharma.com,U.S. PHARMACOPEIAL CONVENTION,,Germany,251.96,0.0,USD,0.0,,0.0,,0.0,KG,LAB REAGENTS  TELMISARTAN 200mg 144701484R085R0EAR66 2933995300.,0.0,,,,,,KPFI,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,968,Pakistan Trade Atlas All 2021 HS 382200.csv
26055,08-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,312.1,0.0,USD,0.0,,0.0,,10.0,KG,BMK SPEC STAINS LIQUID COVERSLIP QTY 10 PCS BATCH NO G33809 MFG 25.02.2021 EXP 24.02.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,969,Pakistan Trade Atlas All 2021 HS 382200.csv
26058,08-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GENIX PHARMA (PVT) LTD,4445-B Korangi Creek Road,PK - Karachi,.,.,info@genixpharma.com,www.genixpharma.com,U.S. PHARMACOPEIAL CONVENTION,,Japan,529.64,0.0,USD,0.0,,0.0,,0.0,KG,OLMESARTAN MEDOXOMIL 100mg 14689634R114L0EAR992934990002.,0.0,,,,,,KPFI,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,970,Pakistan Trade Atlas All 2021 HS 382200.csv
26065,07-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GHRASA LABORATORIES SUPPLIES,LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN NEW INDUSTRIES BIOMED,,China,5236.99,0.0,USD,0.0,,0.0,,212.0,KG,LAB REAGENT  MAGLUMI SARSCoV2 SRBD IgGCLIA   654 PKGS  212 KG NW  BATCH NO.270210111 EXPIRY DATE2422022,0.0,,,,,,PPAF,,SAIF CUSTOM AGENCY,,0.0,,,,,,,,,,,971,Pakistan Trade Atlas All 2021 HS 382200.csv
26075,07-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ZYBION INC,,China,97633.68,0.0,USD,0.0,,0.0,,1113.5,KG,NUCLEIC ACID EXTRACTION KIT T20096 TEST KIT FOR COVID  1042   GROSS WEIGHT 1113.50 KG,0.0,,,,,,KPFI,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,972,Pakistan Trade Atlas All 2021 HS 382200.csv
26119,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EAST WEST LINKS,CO ASGHAR HOSPITAL KARACHI,PK - Pakistan,.,.,.,.,DAMITRA GENERAL TRADING LLC,,China,870.98,0.0,USD,0.0,,0.0,,24.5,KG,Covid19 IGGIGM Rapid Test device  Whole Blood serumPlasma,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,973,Pakistan Trade Atlas All 2021 HS 382200.csv
26120,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",FUTURE SCIENTIFIC,HOUSE NO BIII 730/111 STREET NO 25 KHURRUM COLONY MUSLIM TOWN RAWALPINDI,PK - Pakistan,.,.,.,.,IMMUNDIAGNOSTIK AG,,Germany,17751.37,0.0,USD,0.0,,0.0,,0.36,KG,"SARSCoV2 CORONAVIRUS PCR TEST KITS1 SARSCoV2 CORONAVIRUS PCR TEST KITS COMPLEATE DETAIL OF LOT NUMBER ,MFG DATE AND EXP DATE AS PER INVOICE NUMBER 20210114793 DATED 29.",0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,974,Pakistan Trade Atlas All 2021 HS 382200.csv
26133,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EAST WEST LINKS,CO ASGHAR HOSPITAL KARACHI,PK - Pakistan,.,.,.,.,DAMITRA GENERAL TRADING LLC,,China,232.26,0.0,USD,0.0,,0.0,,5.5,KG,SarsCov2 Antigene Rapid Test Device Swab,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,975,Pakistan Trade Atlas All 2021 HS 382200.csv
26138,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",H A SHAH AND SONS,3RD FLR 109-W SARDAR BEGUM PLAZA JINNAH AVENUE BLUE AREA ISLAMABAD,PK - Pakistan,.,.,.,.,LIFE TECHNOLOGIES HOLDINGS BV,,United States,178599.99,0.0,USD,0.0,,0.0,,81.0,KG,TAQPATH COVID19 RTPCR KITS AS PER INVOICE.,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,976,Pakistan Trade Atlas All 2021 HS 382200.csv
26210,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ZYBIO INC,,China,147392.3,0.0,USD,0.0,,0.0,,438.0,KG,SARSCOV2 NUCLEIC ACID DETECTION PCR KIT  1042 KIT GROSS WEIGHT 438 KG,0.0,,,,,,KPFI,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,977,Pakistan Trade Atlas All 2021 HS 382200.csv
26314,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,5356.2,0.0,USD,0.0,,0.0,,30.0,KG,"KIT COBAS 68008800 SARSCOV2 RMC QTY 30 PCS BATCH NO G32324 MFG 15.01.2021 EXP 31.12.2021 EXEMPTION OF SRO 1251, 1257 AND 1241 SERAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,978,Pakistan Trade Atlas All 2021 HS 382200.csv
26340,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,319350.0,0.0,USD,0.0,,0.0,,150.0,KG,"KIT COBAS 68008800 SARSCOV2 192T QTY 150 PCS BATCH NO G32249 MFG 07.01.2021 EXP 30.11.2021 EXEMPTION OF SRO 1251, 1257 AND 1241 SERAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,979,Pakistan Trade Atlas All 2021 HS 382200.csv
26357,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,183133.44,0.0,USD,0.0,,0.0,,1512.0,KG,SARSCOV2 RAPID AG TEST 25T EN QTY 1512 BATCH NO  QCO390080I  QCO391026I MFG DT 11.12.2020  8.1.2021 EXP DT 10.12.2022  7.1.2023,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,980,Pakistan Trade Atlas All 2021 HS 382200.csv
26397,02-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH & CO KG , FRANKFURT",,United States,800.0,0.0,USD,0.0,,0.0,,2.0,KG,M2K OPTICAL AD COVERS100X SINGLE  MULTI CHANNEL PIPETTE FOR COVID19 USE,0.0,,,,,,KPAF,,UNITED COMMERCIAL SERVICES,,0.0,,,,,,,,,,,981,Pakistan Trade Atlas All 2021 HS 382200.csv
26405,02-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH & CO KG , FRANKFURT",,Germany,1100.0,0.0,USD,0.0,,0.0,,4.0,KG,TECAN ASPS 200UL TIPS 24X96 SINGLE  MULTI CHANNEL PIPETTE FOR COVID19 USE,0.0,,,,,,KPAF,,UNITED COMMERCIAL SERVICES,,0.0,,,,,,,,,,,982,Pakistan Trade Atlas All 2021 HS 382200.csv
26414,02-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH & CO KG , FRANKFURT",,United States,9750.0,0.0,USD,0.0,,0.0,,10.0,KG,RT SARS COV2 RGT PCR KIT,0.0,,,,,,KPAF,,UNITED COMMERCIAL SERVICES,,0.0,,,,,,,,,,,983,Pakistan Trade Atlas All 2021 HS 382200.csv
26415,02-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH & CO KG , FRANKFURT",,Switzerland,2112.0,0.0,USD,0.0,,0.0,,11.0,KG,ASPS 96 WELL DP PLATES 32X SINGLE  MULTI CHANNEL PIPETTE FOR COVID19 USE,0.0,,,,,,KPAF,,UNITED COMMERCIAL SERVICES,,0.0,,,,,,,,,,,984,Pakistan Trade Atlas All 2021 HS 382200.csv
