,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Score,Top P Match UIDs,Matching P Tags,Top P Score Reports,Top M Match Score,Top M Match UIDs,Matching M Tags,Top M Score Reports,Top Agg Match (P*M),Top Agg Match UIDs
1140,1140,31061,10-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AS ENTERPRISE,304 Rafi Mension Opp Aram Bagh Shahrah-E-Liaguat,PK - Karachi,+92 2136063133,+92 2136063133,.,www.asenterprises.com.pk,SD BIOSENSOR INC.,,South Korea,299830.33,0.0,USD,0.0,,0.0,,1391.0,KG,DIAGNOSTIC REAGENT ICT KITS FOR COVID19 STANDARD Q COVID19 Ag Test,0.0,,,,,,LPAF,,AZEEM ENTERPRISES,,0.0,,,,,,,,,,,1141,Pakistan Trade Atlas All 2021 HS 382200.csv,8,252 | 322,"ag,reagent | ag,reagent","{'ag': 4, 'reagent': 4, '': '1ea'} | {'ag': 4, 'reagent': 4, '': '1ea'}",2.0,1116 | 649 | 642 | 815 | 810 | 812 | 691 | 694 | 687 | 688 | 692 | 853 | 854 | 689 | 690 | 967,"sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor | sd,biosensor", |  |  |  |  |  |  |  |  |  |  |  |  |  |  | ,10.0,691 | 694 | 687 | 688 | 692 | 689
1141,1141,31064,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,2603.35,0.0,USD,0.0,,0.0,,10.0,KG,QIASYMPHONY DSP VIRUSPATOGEN MIDI KIT BATCH NO 166047868 EXP DT 19.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1142,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1278 | 715 | 1295 | 700 | 34 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 339 | 140 | 129 | 1380 | 1228 | 1131 | 1187 | 494 | 495 | 1401 | 866 | 1411 | 902 | 592 | 355 | 1449,19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | no | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1142,1142,31066,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,10234.83,0.0,USD,0.0,,0.0,,20.0,KG,QIAAMP 96 VIRUS QIACUBE HT KIT 5 BATCH NO 56605168 EXP DT 20.10.2021 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1143,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 949 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 270 | 289 | 1309 | 1310 | 997 | 1314 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 938 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 286 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 96 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 5 | 96 | 19 | 19 | 96 | 96 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 96 | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | 96 | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'5': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'96': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'96': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1143,1143,31069,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,6702.9,0.0,USD,0.0,,0.0,,13.0,KG,QIAAMP 96 VIRUS QIACUBE HT KIT 5 BATCH NO 56605168 EXP DT 20.10.2021 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1144,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 949 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 270 | 289 | 1309 | 1310 | 997 | 1314 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 938 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 286 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 96 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 5 | 96 | 19 | 19 | 96 | 96 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 96 | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | 96 | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'5': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'96': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'96': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1144,1144,31070,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,2666.42,0.0,USD,0.0,,0.0,,5.0,KG,QIAAMP 96 VIRUS QIACUBE HT KIT 5 BATCH NO 56605168 EXP DT 20.10.2021 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1145,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 949 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 270 | 289 | 1309 | 1310 | 997 | 1314 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 938 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 286 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 96 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 5 | 96 | 19 | 19 | 96 | 96 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 96 | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | 96 | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'5': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'96': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'96': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'96': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1145,1145,31072,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,7048.8,0.0,USD,0.0,,0.0,,28.0,KG,QIASYMPHONY DSP VIRUSPATHOGEN MIDI KIT BATVH NO 166047868 EXP DT 19.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1146,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1278 | 715 | 1295 | 700 | 34 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 339 | 140 | 129 | 1380 | 1228 | 1131 | 1187 | 494 | 495 | 1401 | 866 | 1411 | 902 | 592 | 355 | 1449,19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | no | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19 | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1146,1146,31073,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1543.77,0.0,USD,0.0,,0.0,,3.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MINI KIT BATCH NO 166050387 EXP DT 04.06.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1147,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1147,1147,31074,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1865.43,0.0,USD,0.0,,0.0,,7.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MIDI KIT BATCH NO 166047160 EXP 09.05.2022 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 56,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1148,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
1148,1148,31077,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,549.76,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID2 IGG II QUANT COECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,1149,Pakistan Trade Atlas All 2021 HS 382200.csv,6,767 | 770,"quant,ii,igg | quant,ii,igg","{'igg': 4, 'quant,ii': '1ea'} | {'igg': 4, 'quant,ii': '1ea'}",1.8,484,"diagnostics,abbott,gmbh",,3.0,767 | 770
1149,1149,31078,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",CHOHAN & COMAPNY,309 BAHADURABAD 1 ST FLOOR STREET # 14 KARACHI,PK - Pakistan,.,.,.,.,"VIVACHEK BIOTECH HANGZHOU CO.,LTD",,United Arab Emirates,23100.0,0.0,USD,0.0,,0.0,,840.0,KG,COVID 19 CORONA VIRUS SARSCoV2,0.0,,,,,,KAPW,,,,0.0,,,,,,,,,,,1150,Pakistan Trade Atlas All 2021 HS 382200.csv,2,1163 | 1175 | 1287 | 1301 | 134 | 446 | 1417 | 470 | 1145 | 1433 | 934,"corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus | corona,virus","{'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'} | {'corona,virus': '1ea'}",3.0,340,"vivachek,hangzhou,biotech",,0.5,936
1150,1150,31080,09-02-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,QIAGEN GMBH,,Germany,1373.48,0.0,USD,0.0,,0.0,,5.0,KG,QIASYMPHONY DSP VIRUS PATHOGEN MIDI KIT  BATCH NO 166046132 EXP 25.04.2020 EXEMPTION SRO COVID 19 CUSTOM DUTY 1251 SALES TAX 1257 INCOME TAX 1241 S.NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,1151,Pakistan Trade Atlas All 2021 HS 382200.csv,1,544 | 834 | 842 | 847 | 1163 | 222 | 437 | 1278 | 1175 | 715 | 1287 | 1295 | 700 | 34 | 1301 | 537 | 1305 | 1309 | 1310 | 1329 | 1330 | 400 | 134 | 346 | 105 | 339 | 140 | 446 | 129 | 1380 | 1228 | 1131 | 1187 | 1394 | 653 | 494 | 495 | 1401 | 866 | 1411 | 936 | 1417 | 931 | 470 | 1145 | 902 | 592 | 355 | 1433 | 934 | 1449,19 | 19 | 19 | 19 | virus | virus | virus | 19 | virus | 19 | virus | 19 | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | 19 | no | virus | virus | virus | 19 | 19 | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | 19 | 19 | 19 | 19 | 19 | virus | virus | virus | virus | virus | 19 | 19 | 19 | virus | virus | 19,{'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'no': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'19': '1ea'} | {'virus': '1ea'} | {'virus': '1ea'} | {'19': '1ea'},2.0,514 | 515,"qiagen,gmbh | qiagen,gmbh", | ,0.0,
