NO,IMPORTER NAME,IMPORTER ADDRESS,CITY STATE,TEL,FAX,E-MAIL,WEB
1,"INVITROGEN BIOSERVICES INDIA P.LTD,","GROUND FLOOR,CITIUS,FIRST TECHNOLOGY PLACE,NO.3,EXPORT PROMOTION INDUS","TRIAL PARK,WHITEFIELD,BANGALORE",.,.,.,.
2,CHROMACHEMIE LABORATORY PRIVATE LIMITED,"Nagesh Buıldıng, Room No. 1 & 2, 1St Floor, No.163, 1St Maın Road Sheshadrıpuram , ",Bangalore,.,.,.,.
3,LGC PROMOCHEM INDIA PVT LTD,"No.142, 3Rd Floor,5Th Cross, R.M.V.Extensıon, , 560080",Bangalore,.,.,.,.
4,SIEMENS HEALTHCARE PRIVATE LIMITED,"130, Pandurang Budhkar Marg,,Mumba I, , Pin-400018","Maharashtra,Maharashtra",918422975557,.,"smita.ambre@siemens.com, naik.sachin@siemens.com",www.siemens.com
5,QIAGEN INDIA PRIVATE LIMITED,"Samyak Towers,39 Pusa Road,  Karol Bagh , 110005",New Delhi,.,.,.,.
6,ROCHE DIAGNOSTICS INDIA PVT.LTD.,"PLOT NO. 114 ROADX NO.15, MIDCANDHERI (EAST)",MUMBAI,.,.,.,.
7,ABBOTT HEALTH CARE PRIVATE LIMITED,"Unit Nos.3&4,Corporate Park,, Sion-Trombay Road,Chembur,, 400071",Mumbai.Maharashtra,5978888,5978846,.,.
8,SIGMA ALDRICH CHEMICALS P LTD,"PLOT.NO.12,BOMMASANDRA-JIGANI LINKROAD,INDL.AREA,ANEKAL TQ,",IN - Bangalore,91 80 6621 9600,91 80 6621 9550,.,www.sigmaaldrich.com
9,SUTRON HYDROMET SYSTEMS PRIVATE LIMITED,"D-193, 2ND FLOOR , OKHLA INDUSTRIALAREA PHASE-1",NEW DELHI,.,.,.,.
10,THERMO FISHER SCIENTIFIC INDIA PRIVATE LIMITED,"403-404, B Wing,Delphi, Hiranandani Business Park,Powai, 400072",IN - Mumbai,67162200 / 67162244,.,arvind.sonawane@thermofisher.com,www.corporate.thermofisher.com
11,DHL LOGISTICS PVT. LTD,"8Th Floor,Leela Galleria,Andheri, Kurla Road,Andheri (E),, 400059","Mumbai,Maharashtra",+91 22 67370700,.,rodney.pereira@dhl.com,.
12,AGILENT TECHNOLOGIES INDIA PVT LTD,"TRIPATI PLAZA PLOT # 11, SECTOR-XI,2NDFLOOR, DWARKA,",NEW DELHI,.,.,.,.
13,MINDRAY MEDICAL INDIA PRIVATE LIMITED,"B-404, City Point, Andheri Kurla, Road, Andheri (E),, 400059","Mumbai, Maharashtra",02240200000/02240200,.,vareesh.saxena@mindray.com,.
14,RANDOX LABORATORIES INDIA PRIVATE LIMITED,"3Rd Flr.,Godrej Colıseum,Somaıyahospıtal Road, Off Eastern Express , 400022","Hıghway,Sıon E,Mumbaı, Maharashtra",.,.,.,.
15,PERKIN ELMER (INDIA) PVT. LTD.,"Unit No.3,8Th Floor,B Wing,Trade, Star,Opp.Lotus Suites,J.B.Nagar,, 400059","Andheri,Maharashtra.",9102225334645,91-02225335940,bhaleraosq@labindia.com,.
16,IMMUNOSHOP INDIA PVT. LTD.,"309, Raheja , Sector No.11,Cbd Belapur, , ",Mumbai,.,.,.,.
17,PROMEGA BIOTECH INDIA PRIVATE LIMITED,"VASAIKAR HOUSE, 296, CADELL ROAD, DADAR WEST, ,",MUMBAI,.,.,.,.
18,"ORTHO CLINICAL DIAGNOSTICS INDIA PVT.LTD.,","Unıt No. 403, 4Th Floor, Leela  Busıness Park, Andherı Kurla Rd., , ","Andherı-East, Mumbaı, Maharashtra",.,.,.,.
19,SYSMEX INDIA PVT. LTD.,"308,Ascot Centre,Sahar Airport Road, Next To Hotel Le Royal Mesridien,, 400099","Andheri[E],Mumbai",022-28224040/4050,.,.,.
20,SNIBE DIAGNOSTIC (INDIA) PRIVATE LIMITED.,.,IN - India,.,.,.,.
21,BIO RAD LABORATORIES (INDIA) PVT.LTD.,"PLOTNOB&B-1 VANIJYA NIKUNJUDYOG VIHAR,PHASE.V",GURGAON,.,.,.,.
22,S.P.ANALYTICAL.,"Room No.503, Mıchael Plaza,Plot No.106, Chembur West, Mumbaı.Mukund Ngr,Pl Lokhande Marg, , 400089","Mukund Ngr,Pl Lokhande Marg,",.,.,.,.
23,DIASYS DIAGNOSTICS INDIA PRIVATE LIMITED.,"Unıt No. 3B-33 & 34, 3Rd Floor,  Phoenıx Paragon Plaza,Lbs Marg, , ","Kurla West, Mumbaı, Maharashtra",.,.,.,.
24,SYNGENE INTERNATIONAL LIMITED,"20Th Km, Hosur Road,Electronıc Cıty P.O. , 560100",Bangalore,.,.,.,.
25,DSS TAKARA BIO INDIA PVT LTD,A-5 MOHAN CO-OPP INDUSTRIAL ESTATE MATHURA ROAD,NEW DELHI,.,.,.,.
26,DENOVO TECHNOLOGIES,.,IN - India,.,.,.,.
27,BI BIOTECH INDIA PRIVATE LIMITED,"B. 29/10 , NANDIGRAMLANKA",VARANASI,.,.,.,.
28,VISION DIAGNOSTIC (INDIA) PVT.LTD.,"S-4, KIRAN JYOTI COMPLEX,IIND FLOOR, PLOT NO.82, PRATAP","NEAR SUPEREME ENCLAVE, MAYUR VIHAR",.,.,.,.
29,BIOGENE INDIA,"C-3, 204, 2ND FLOOR,POOJA HOUSE,KARAMPURA COMMERCIAL COMPLEX,","NEW DELHI ,",.,.,.,.
30,DIATEK HEALTHCARE PRIVATE LIMITED,"P- 27,KALINDI HOUSING SCHEME ","KOLKATA, W.B.",.,.,.,.
31,BIOTECHNO LABS,"9/9, 1St Plot Near Goushala Mandır  ,Kıshangarh, Vasant Kunj, , ",New Delhi,.,.,.,.
32,"ULTRA INSTRUMENTS,","NO.39/1-9&10,ULTRA MANOR, 3RD FLOORKRISHNA EXTENSION, HULIMAVU,",BANGALORE,.,.,.,.
33,"AXYGEN SCIENETIFIC PVT. LTD.,","72,The Mall,, , 173212",Solan (Hp),01792-222291,.,genaxy@vsnl.com,.
34,SCIENTIFIC PRODUCTS (INDIA) PVT.LTD.,"403 - 404,B Wing,Delphi, Hiranandan Business Park Powai, 400076",Mumbai Maharashtra,022-67162236,.,uday.dixit@thermafisher.com,.
35,PPD PHARMACEUTICAL DEVELOPMENT (I) PVT. LTD.,"01-DYNASTY B-WING (KANAKIA SPACES)ANDHERI KURLA RD.ANDHERI (EAST),","MUMBAI,MAHARASHTRA",.,.,.,.
36,PREMAS LIFE SCIENCES PRIVATE LIMITED,.,India,.,.,.,.
37,"ALLIED SCIENTIFIC PRODUCTS.,","35, DURGAPURE LANE,",KOLKATA(W.B.),.,.,.,.
38,SERUM INSTITUTE OF INDIA LIMITED,"212/2 Hadapsar, Off:Soli Poonawalla Road, 411028","Pune,Maharashtra",919823136112,.,exim_pg@vsnl.net,.
39,POCT SERVICES PRIVATE LIMITED,"280/9, Blunt Square , ",Lucknow U.P.,.,.,.,.
40,TOSHVIN ANALYTICAL PVT. LTD.,"103,S.J.House,Sıtaram Mıllscompound,N.M.Joshı Marg,Lower Parel , 400011",Mumbai,.,.,.,.
41,EDIF MEDICAL SYSTEMS,"E-77/1, 2ND FLOOR ABUL FAZAL ENCLAVE, JANIA NAGAR OKHLA, NEW DELHI ","OKHLA, NEW DELHI",.,.,.,.
42,STAR MICRONIC DEVICES,3453/5 DELHI CHAMBER BUILDINGNEAR DELHI GATE,NEW DELHI,.,.,.,.
43,INSTRUMENTATION LABORATORY INDIA PVT. LTD.,"2Nd Floor,C-60,C-Blo0Ck Community, Centre,Janakpuri,, 110058",New Delhi,01125510137,.,atulgoyal@il-india.com,.
44,KRISHGEN BIOSYSTEMS,"135/137,Sonawala Bldg.,2Nd Floor,, Zaveri Bazar,, 400002","Mumbai,Maharashtra.",56372990,23415020,.,.
45,"PEERLESS BIOTECH PRIVATE LTD.,","BLOCK-C, 36/37, MILLENIUM HOUSE,M.K.S.NAGAR MAIN ROAD, 140, OLD","MAHABALIPURAM ROAD, CHENNAI",.,.,.,.
46,IMMUNOCONCEPT INDIA PRIVATELTD.,"F-242 A, Ground Floor, Lane No. 7,  Pandav Nagar, , ",New Delhi,.,.,.,.
47,WELDON BIOTECH (INDIA) PVT.LTD.,"32-E, IST FLOOR, PATPARGANJ,MAYUR VIHAR, PHASE-I,",DELHI,.,.,.,.
48,ANAND BROTHERS.,"PLOTNO.-5, LOCAL SHOPPING CENTREBEHIND MILAN CINEMA KARAMPURA",NEW DELHI,.,.,.,.
49,MATRIX LABORATORIES LTD,Building 4 Trident Place Mosquito Way Hatfield Hertfordshire AL10 9UL,"Hyderabad,Andhra Pradesh",+44 (0)1707 853000,+44 (0)1707 261803,.,www.mylan.com
50,TRIDENT EQUIPMENTS PVT.LTD.,"F-409/410,Kailash Indl Complex,, Park Site,Vikhroli-West, 400079","Mumbai,Maharashtra",022 25181706/5463,.,triequip@vsnl.com,.
51,SUCOPEIA REFERENCE STANDARDS (OPC) P LTD,"N0.102, 1St Floor 20Th Cross,7Th  Maın Road, Btm Layout,2Nd Stage , ",Bangalore,.,.,.,.
52,MYGENE LIFE SOLUTIONS LLP,.,India,.,.,.,.
53,SYNDICATE DIAGNOSTICS PVT.LTD.,"223, 1St Floor, Bıchoon Market,  Kıshanpole Bazar , 302029",Jaipur,.,.,.,.
54,EVERON LIFE SCIENCES,.,India,.,.,.,.
55,RECKON DIAGNOSTICS PVT. LTD.,"3/7 Industrial Estate, Gorwa, 390016","Baroda,Gujrat",381631,.,mail@reckondiagnostics.com,.
56,ONNSYNEX VENTURES PRIVATE LIMITED,.,IN - India,.,.,.,.
57,"ADINATH VETERINARY PRODUCTS PVT. LTD,","B 10, MIG MAIN ROAD, 101, SIDDHI VINAYAK PLAZA OPP ANDHRA BANK,",INDORE (MP),.,.,.,.
58,PATHNSITU BIOTECHNOLOGIES PVT LTD,"D.No.3-14-54, Shaılajapurı Colony, Mansoorabad, , 500049",Hyderabad,.,.,.,.
59,SHREE SIDDHIVINAYAK ENTERPRISE,"B-2, Vinayak Appartment, Behind Vibhavari Society, Vejalpur Road, Jivrajpark, , NA",India,.,.,.,.
60,QUINTILES RESEARCH (INDIA) P LTD,"2B,Nıtesh Broadway,9/3,M.G.Road, , 560001",Bangalore,.,.,.,.
61,"GENOTYPIC TECHNOLOGY PRIVATE LIMITED,","53, Thanneer Thottı Street,  Mugasımangalam, Alanthuraı Post, , 641101",Tamil Nadu,.,.,.,.
62,UNIVERSAL BIOTECHNOLOGY,"215, VARDHMAN PLAZA-1 RAJOURI GARDEN",NEW DELHI,.,.,.,.
63,INSTITUTE OF LIFE SCIENCES,.,India,.,.,.,.
64,LIFESIGN HEALTHCARE PRIVATE LIMITED,.,IN - India,.,.,.,.
65,"VWR LAB PRODUCTS PVT.LTD,","2Nd Floor,Front Wıng,135/12,Brıgade  Towers,Brıgade Road , 560025",Bangalore,.,.,.,.
66,GENOCARE INDIA,.,India,.,.,.,.
67,TECHNOMAXX FORENSICS P.LTD,"2/K-4, NEAR HANUMAN MANDIR",FARIDABAD,.,.,.,.
68,BIO SCIENCE SALES CORPORATION,"C-6B/17, Janakpuri, 110058",New Delhi,01122452133,.,maheshtyagi5@gmail.com,.
69,ILLUME GENE INDIA LLP,.,IN - India,.,.,.,.
70,INVENIOLIFE TECHNOLOGY PVT. LTD,"C-701,Sector-8, Kharghar,  Navı Mumbaı, , 410210",Maharashtra,.,.,.,.
71,METROHM INDIA LIMITED,"NO.13(OLD NO.4/1), 1ST AVENUE,INDIRA NAGAR, ADYAR,","CHENNAI, TAMIL NADU-",.,.,.,.
72,UNITED STATES PHARMACOPEIA INDIA PRIVATE LIMITED,"106, FIRST FLOOR , ASHOKA BHOOPALCHAMBERS BEGUMPET, S.P. ROAD,",HYDERABAD-A.P.,.,.,.,.
73,ARK DIAGNOSTIC SYSTEM PVT LTD,"A 11, Gırıraj Industrıal Estate, Mahakalı Caves Rd.,Andherı East , ",Mumbai,.,.,.,.
74,DOUBLE HELIX,.,IN - India,.,.,.,.
75,ARKRAY HEALTHCARE PVT.LTD.,"3Rd Floor,Nicholas Piramal Towers,, Ganpatrao Kadam Marg,Lower Parel,, 400013","Mumbai,Maharashtra",022-30466666/,.,georgevarghese@nicholaspiramal.co.in,.
76,DHR HOLDING INDIA PRIVATE LIMITED,"608-609,6Ht Floor 18 Rattan Jyoti, Building Rajendra Place, 110008",New Delhi,011-42430038,.,.,.
77,SAI ADVANTIUM PHARMA LIMITED,"Luxor Parkno.No.8-2-120/86/9/B, Opp, L.V.Prasad Eye Institute,Rd.No.2, 500033",Banjara Hills Hyderabad,040-66777555/6657783,.,srinivasa.r@saiadvantium.com,.
78,BIOLINKK,"1160/8, FIRST FLOOR,NAIWALA, KAROL BAGH,",NEW DELHI,.,.,.,.
79,MEDGENOME LABS PRIVATE LIMITED,"No.55, 1St Floor, 1St Kamaraj Avenue, Kasthurbaı Nagar, Adyar , ",Chennai,.,.,.,.
80,ALLIANZ BIOINNOVATION,"A/4, Yadav Nıwas, Nr. Jaı Nıwas, Mohılı Vıllage, Sakınaka, , ","Andherı East, Mumbaı, Maharashtra",.,.,.,.
81,ENERSMITH SALES,"524, At Post Ambrule, Tal- Patan , ",Dıst. Satara/Mah.,.,.,.,.
82,COUNCIL OF SCIENTIEIC & INDL. RESEARCH,"Anusandhan Bhavan, 2 Rafi Marg, 110001",New Delhi,.,.,.,.
83,VISHAT DIAGNOSTIC PVT. LTD.,"23 & 24,Gaurav Garden,Opp.Sai, Petrol Pump,Mira-Bhayander Rd,, 401107","Mira Rd (E),Thane,Maharashtra.",28126590 28126591/65,.,viscor@vsnl.net,.
84,METASYSTEMS INDIA (BANGALORE) PRIVATE LIMITED,"NO.1/1, 2ND FLOOR, 1ST MAIN ROAD, 2ND CROSS, THIMMAIAH GARDEN, R T NAGAR",BANGALORE,.,.,.,.
85,MYLAB DISCOVERY SOLUTIONS PRIVATE LIMITED,.,India,.,.,.,.
86,LABEX CORPORATION,"FLAT NO-3022,SECTOR-A,POCKET-B&CVASANT KUNJ",NEW DELHI,.,.,.,.
87,MOLECULES ANALYTICAL LAB SOLUTIONS PRIVATE LIMITED.,"H. No. 4-1-1056/1, Boggulakunta,Pin-500001","IN - Hyderabad, Telangana",919959149849,.,sales@molecules.in,www.molecules.in
88,AIMIL LIMITED,"NAIMEX HOUSE, A-8 MOHAN CO-OP.INUSTRIAL ESTATE, MATHURA ROAD",NEW DELHI,.,.,.,.
89,AIZANT DRUG RESEARCH SOLUTIONS PVT LTD,"#28 CANTON ROWS, PETBASHEERBADJEEDIMETLA",HYDERABAD,.,.,.,.
90,BECKMAN COULTER INDIA PVT. LTD.,"Soiltaire Corporate Park,3Rd Floor,, Bldg 11,Andheri Ghatkopar Link Road, 400093","Chakala,Andheri[E]Mumbai.",5668 7019/5668 7018,.,schandrashekar@beckman.com,.
91,TORRENT PHARMACEUTICALS LTD.,"Torrent House, Off. Ashram Road, Ahmedabad - 380009, Gujarat",India,+91-79-26599000,+91-79-26582100,.,www.torrentpharma.com
92,"WATERS (INDIA) PRIVATE LIMITED,","BI,36-A, 2ND PHASE,PEENYA INDUSTRIAL AREA,","BANGALORE ,KARNATAKA",.,.,.,.
93,XYLEM WATER SOLUTIONS INDIA PVT. LTD.,"731,Manjusar Gidc,, Savli Road,Savli,, 391770",Dist.Vadodara,0266-7265700,.,shashank.ptni@itt.com,.
94,PRAMUK HEALTHCARE,"33,Janki Kutir,, Juhu,, 400049","Mumbai,Maharashtra",32571836,28459333,pramuk@vsnl.net,.
95,REGIONAL CENTRE FOR BIOTECHNOLOGY,.,India,.,.,.,.
96,J KUNDAN & COMPANY.,"103, Shamaldas Gandhi Marg, 2Nd Flo Or Davavala Building P.B No. 2744,Pin-400002","IN - Mumbai, Maharashtra",919870461415,.,jkundan54@hotmail.com,.
97,BIOCHEM LIFE SCIENCES,"30/4-A, DOUBLE STOREYS 3RD FLOOR,ASHOK NAGAR NEAR TILAK NAGAR MATRO",STATION NEW DELHI,.,.,.,.
98,CHROMATOGRAPHY WORLD,"89/4,Shivam Building,Sion East, , 400022",Mumbai,40895218,.,dhiren@icgcindia.com,.
99,SANCE LABORATORIES PRIVATE LIMITED,"15/173-A, Manjushas, Pala , 686575","Kottayam, Kerala",.,.,.,.
100,SOWAR (P) LTD.,"OFFICE UNIT 1-3,1ST FLOOR,CSCPOCKET-9,SECTOR-C,VASANT KUNJ",NEW DELHI,.,.,.,.
101,BIONEEDS INDIA PVT. LTD.,"Devarhosahally, Somapura Hoblı Nelamangala Taluk , ","Banagalore Rural Dıst., Karnataka",.,.,.,.
102,CEPHEID INDIA PRIVATE LIMITED,"573, 3Rd Floor, Maın Road,  Chıragh Delhı, , 201301",New Delhi,.,.,.,.
103,BHAGWATI TRADING COMPANY.,"Shop No. 01, Club Market,Pin-132001","IN - Karnal, Haryana",919996075004,.,advocatenitingupta@gmail.com,.
104,GCC BIOTECH (INDIA) PRIVATE LIMITED,.,IN - India,.,.,.,.
105,BEACON DIAGNOSTICS PVT.LTD.Q,"424,New Gıdc Estate, Kabılporenavsarı , 396424",Gujarat,.,.,.,.
106,"CHIRON INSTRUMENTS(I)PVT. LTD.,","F-502, REMI BIZCOURT , 9, SHAH INDLEST, OFF VEERA DESAI RD,ANDHERI(W)","MUMBAI,MAHARASHTRA",.,.,.,.
107,CIPLA LIMITED,"Cipla House, Peninsula Business Park,  Ganpatrao Kadam Marg,  Lower Parel, Mumbai-400013",Mumbai,+91 22 24826000 / +91 22 24826701,+91 22 24826120,.,www.cipla.com
108,HORIBA INDIA PVT.LTD.,"Plot No.246,Okhla Industial Estate, Phase-Iii.,, 110020",New Delhi,91-11-46695001/5002,.,.,.
109,LABMATE (ASIA) PVT LTD,"Baıd Mehta Complex,C-Block,I Floor,183,Mount Road, , ",Chennai,.,.,.,.
110,PFIZER PRODUCTS INDIA PVT LTD,"Patel Estate,S.V.Road,, Jogeshwari (West), 400102",Mumbai,56932278,.,ajit.donde@pfizer.com,.
111,SAVANT INSTRUMENTS P LTD,"Plotno.220 Rdno.1, Doctors Colony  Saroor Nagar , 500029",Hyderabad Ap,.,.,.,.
112,SUPER MO BIO,"24/11, LAXMI BAI NAGAR,",NEW DELHI,.,.,.,.
113,"PADMANABHA LABS PRIVATE LIMITED,","48-C, SELVARAJAPURAM,CHINTHAMANIPUDUR(PO),",COIMBATORE/TAMILNADU.,.,.,.,.
114,NATIONAL INSTITUTE OF ANIMAL BIOTECHNOLOGY,.,India,.,.,.,.
115,BIODX HEALTHCARE,.,IN - India,.,.,.,.
116,BIO MERIEUX INDIA PVT.LTD.,"A-32, MOHAN CO-OPERATIVE INDUSTRIALAREA,",NEW DELHI,.,.,.,.
117,LIFE TECHNOLOGIES (INDIA) PVT.LTD.,"306, AGGARWAL CITY MALL,OPP.M2KPITAMPURA",DELHI,.,.,.,.
118,MSP LAB INSTRUMENTS,"PLOT NO 39&40, CHITTAREDDY COMPLEXTADBUND X ROADS",SECUNDERABAD.AP,.,.,.,.
119,SPECTRAL DIAGNOSTICS PVT LTD,"501 & 502,VIKAS DEEP 189 ,LAXMI NAGAR DISTRICT CENTRE",DELHI,.,.,.,.
120,SPINCOTECH PVT. LTD.,"New No.04, Vaıdyaram Street  T.Nagar , 600017",Chennai,.,.,.,.
121,WHEECON INSTRUMENTS (P) LTD,"NEW NO.151, SANTHOME HIGH ROAD,M..R.C. NAGAR,","CHENNAI, TAMILNADU-",.,.,.,.
122,"CHARLES RIVER LABORATORIES INDIA PVT.LTD,","NO.907,BARTON CENTRE,84, M.G.ROAD,",BANGALORE,.,.,.,.
123,SD BIOSENSOR HEALTHCARE PVT. LTD,"Scr- 34, Sector- 15 Part-Ii,, , 122001",Gurgaon,0124-4540907,.,allen@sdbiosensor.com,.
124,SPINCOTECH SYSTEMS LLP,.,IN - India,.,.,.,.
125,MAN DIESEL & TURBO INDIA LIMITED,"E-73,Midc,, Waluj,, 431136","Aurangabad,Maharashtra.",02402566700,.,.,.
126,MERIL DIAGNOSTICS PRIVATE LIMITED,"Survey No.135/139, Bılakhıa House,Muktanand Marg, Chala , ",Vapı,.,.,.,.
127,MOUNT BIOSCIENCES,"31B, ESWARIPURI COLONY,  SAINIKPURI,",SECUNDERABAD. AP.,.,.,.,.
128,NOVO HEALTHCARE LIMITED,"A-24, NARAINA VIHAR    NEW DELHI",NEW DELHI,.,.,.,.
129,THYROCARE TECHNOLOGIES LTD.,"Thyrocare House,Opp. Tıkujınıwadı, , 400607","Thane, Maharashtra",.,.,.,.
130,FEBRIS LIFESCIENCES,"PLOT NO.85, 2NF DLOOR, SHOP NO.1, PRASANTH NAGAR, KUKATPALLY,","HYDERABAD, AP.",.,.,.,.
131,INBIOS INDIA,"14/122, Ist Floor Subash Nagar , 110027",New Delhi,.,.,.,.
132,SOLUTION ONE,"1-(ONE) JAIPURIA BUILDINGKOHLA PUR ROAD, KAMLA NAGAR,",DELHI,.,.,.,.
133,GENEI LABORATORIES PRIVATE LIMITED,.,India,.,.,.,.
134,BIOCON BIOLOGICS INDIA LIMITED.,.,IN - India,.,.,.,.
135,BIOMATIQ QUALITY SOLUTIONS,.,IN - India,.,.,.,.
136,ANTON PAAR INDIA (P) LTD.,"3269, Ranjıt Nagar , 110008",New Delhi,.,.,.,.
137,ASPEN DIAGNOSTICS PVT. LTD.,"B-159, GUJRANWALA TOWN-I",DELHI,.,.,.,.
138,BIOGENUIX MEDSYSTEMS PVT.LTD.,"412-B, 4TH FLOOR, JYOTI SHIKHAR,DISTRICT CENTRE, JANAKPURI,",NEW DELHI,.,.,.,.
139,"ENZENE BIOSCIENCES PVT.LTD,","473, D 2, 13TH CROSS,PEENYAINDUSTRIAL AREA, 4TH PHASE, PEENYA","BANGALORE, KARNATAKA STATE",.,.,.,.
140,INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH.,"900,Ncl Innovation Park,, Dr.Homi Bhabha Road,, 411008",Pune/Mah,020-25898023/2589802,.,director@isserpune.ac.in,.
141,MICROGENE DIAGNOSTIC SYSTEMS PRIVATE LIMITED,"SU-151, 2ND FLOOR, PITAMPURA",DELHI,.,.,.,.
142,NEUGEN DIAGNOSTICS INDIA PVT. LTD,"VIJAY PLAZA SECOND FLOORC-32,SECOND AVENUE,ANNA NAGAR","CHENNAI, TAMILNADU",.,.,.,.
143,"AVANTOR PERFORMANCE MATERIALS INDIA LTD.,","A-3, Okhla Industrıal Area,Phase-I, Okhla, , 110020",New Delhi,.,.,.,.
144,STRAND LIFE SCIENCES PVT LTD,"146, 5TH CROSS,R.M.V.EXTENSION","BAGNALORE, KARNATAKA",.,.,.,.
145,TATA INSTITUTE OF FUNDAMENTAL RESEARCH,"Homi Bhabha Road,, Colaba, 400005",Mumbai,022-22804545/2278231,.,psmurthy@tifr.res.in,.
146,TRIVITRON HEALTHCARE PRIVATE LIMITED,"No.15,4Th Street,Abhıramapuram, , 600018",Chennai,.,.,.,.
147,DEEP MEDITECH PVT. LTD.,"K-52, MODEL TOWN-II,",DELHI,.,.,.,.
148,REGENIX DRUGS LTD,"NO. 758-A, MOUNT CHAMBER,GROUND FROOR, ANNA SALAI,",CHENNAI,.,.,.,.
149,B.M. SCIENTIFIC,"A/101, Parshva Darshan Chs Ltd.  Om Nagar, K T Vıhar, Ambadı Road, , 400072","Vasaı Road-West,Thane, Dıst.Thane",.,.,.,.
150,KINEDEX BIOMEDICALS PRIVATE LIMITED,"Offıce No. B-406 & 407, Mahaavır  Icon, Plot No. 89, Sector-15, Cbd , 400072","Belapur, Navı Mumbaı, Maharashtra",.,.,.,.
151,MEDICAL ELECTRONIC SYSTEMS (INDIA) PRIVATE LIMITED,"Plot No. 2797, New No. 2, Y Block,  6Th St, 12Th Maın Road, Annanagar , ",Chennai,.,.,.,.
152,DIAGNOSTIC BIOSYSTEMS (INDIA ),"306, Guru Ram Dass Bhawan  Ranjıt Nagar, Comm. Complex , 110008",New Delhi,.,.,.,.
153,DSS IMAGETECH PVT. LTD.,"A-5, MOHAN CO-OPERATIVE INDL.ESTATEMATHURA ROAD,",NEW DELHI,.,.,.,.
154,ELI LILLY & CO.(INDIA) PVT.LTD.,"Plot No.92,Sector-32, Gurgaon, 122001",Haryana,.,.,.,.
155,"ENDRESS + HAUSER (INDIA) PVT. LTD.,","5Th Floor, Raj Plaza, A & B Wıng,L. B. S. Marg, Vıkhrolı (West), , 400083",Mumbai,.,.,.,.
156,I R TECHNOLOGY SERVICES PRIVATE LTD,"B-8 Commerce Centre, 78 Tardeo Road, 400034","Mumbai,Maharashtra",4951176/4951085,4950584,irttech-b0m@vsnl.com,.
157,NALCO WATER INDIA LIMITED,"20-A,Park Street,, , 700016","Sade Satara Bali, Pune.","2217-2066, 2217-2494",.,"iguha@nalco.com, magarwal1@nalco.com",.
158,OMEGA DX (ASIA) PVT LTD,"508 5TH FLR, KANAKIA SPACES,  WESTERN EDGE I W.E.HIGHWAY,  BORIVALI-EAST, MUMBAI. (M.S.)","BORIVALI-EAST, MUMBAI. (M.S.)",.,.,.,.
159,SUD-CHEMIE ADSORBENTS PRIVATE LIMITED,"F 42,East Of Kailash, , 110065","Navi Mumbai,Maharashtra",919920801454,.,.,.
160,TATA MEMORIAL CENTRE,"Dr.Ernest Borges Road,Parel, , ",Mumbai,.,.,.,.
161,"VIMTA LABS LTD.,","142, I.D.A.,PHASE-IICHERLAPALLY,",HYDERABAD-ANDHRA PRADESH,.,.,.,.
162,"KANNU IMPEX (INDIA) PVT.LTD.,","316, BEST ARCADE PLOT NO-3, SECTOR12",DWARKA NEW DELHI,.,.,.,.
163,MEDICAL POINT (I) PVT.LTD.,"II-ND FLOOR,58/10, ASHOK NAGAR",NEW DELHI,.,.,.,.
164,"GILA LABORATORIES (PVT ) LTD.,","No.5, Road No.1,Defence Layout,Vıdyaranyapura,Bangalore , Karnataka , 560097",Bangalore,.,.,.,.
165,RKE TECHNOLOGIES,"D.NO.10-2-4, FIRST FLOOR,SIRIPURAM JUNCATION",VISAKHAPATNAM,.,.,.,.
166,AMIT LAB EQUIPMENTS & SERVICES,1185 SHANTI NAGAR TRI NAGAR,NEW DELHI,.,.,.,.
167,CLEVERGENE BIOCORP PRIVATE LIMITED,.,India,.,.,.,.
168,BIO GENOMICS ASIA,.,IN - India,.,.,.,.
169,HUWEL LIFESCIENCES PVT LTD,.,IN - India,.,.,.,.
170,NEXTENG ENVIRO PRIVATE LTD.,.,IN - India,.,.,.,.
171,RUCHA MEDITECH PRIVATE LIMITED.,.,IN - India,.,.,.,.
172,ACCUREX BIOMEDICAL PVT. LTD.,"212,Udyog Mandir No.1,7/C,, Bhagoji Keer Marg,Mahim,, 400016","Mumbai,Maharashtra",4468111/4449103/4442,4450176,accurex@vsnl.com,.
173,ADVINUS THERAPEUTICS LTD,"No.21&22,Peenya Industrial Area,, Phase-Ii,, 560058",Bangalore,28394959,.,info@advinus.com,.
174,AGAPPE DIAGNOSTICS LIMITED,"212/213, VORA PLAZA, B-WING,NAVGHAR, VASAI (EAST)","DIST. THANE, MAHARASHTRA",.,.,.,.
175,AUROBINDO PHARMA LIMITED,"Plot No.2,Maitrivihar,, Behind Maitrivanam,Ameerpet,, 500038",Hyderabad/Andhra Pradesh,3741083/84,.,exim@aurobindo.com,.
176,"BIOSERVE BIOTECHNOLOGIES (INDIA) PVT. LTD.,","3-1-135/1 A, CNR COMPLEX, GENOMEVALLEY, MALLAPUR MAIN ROAD,","R.R.DISTRICT,HYDERABAD",.,.,.,.
177,BRUKER INDIA SCINTIFIC PVT. LTD.,"3, DAYASAGAR,GOKULDHAM,GOREGAON -EAST,","MUMBAI, MAHARASHTRA",.,.,.,.
