paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name
27116,27-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SIND MEDICAL STORES,"13-B, Block 6, Pechs Shahrah-E-Faisal",PK - Karachi,+92 2134521629,+92 2134384084,info@sms-pakistan.com,www.sms-pakistan.com.pk,"DIASORIN SPA , MXP",,Italy,30984.97,0.0,USD,0.0,,0.0,,309.44,KG,"Diagnostic Kits For HIV, Hepatitis, Cancer and Corona Virus9F8001 Murex HBSAG V3 96 TestCustom Tariff 38220000Delivery note 5000968018 of 10.03.2021Your order PO5687 of",0.0,,,,,,KPFI,,MUSTAFAI CORP.,,0.0,,,,,,,,,,,27116,Pakistan Trade Atlas All 2021 HS 382200.csv
27121,27-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,"QIAGEN GMBH , DUS",,Germany,323.94,0.0,USD,0.0,,0.0,,2.0,KG,"SARSCOV2 N1N2 ASSAY KIT 600 EXEMPTION OF SRO CUSTOM DUTY 1251, SALE TEX 1257, INCOME TAX 1241 SERIAL  10 QTY 2 PCS BATCH NO 166050434 EXP 24.10.2022",0.0,,,,,,KPFI,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27121,Pakistan Trade Atlas All 2021 HS 382200.csv
27149,26-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",TM ENTERPRISES,KHI,PK - Pakistan,.,.,.,.,"BRITISH PHARMACOPOEIA COMMISSI , LHR",,United Kingdom,9.53,0.0,USD,0.0,,0.0,,1.0,KG,Candesartan cilexetil for peak identification REFERANCE STANDARD,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,27149,Pakistan Trade Atlas All 2021 HS 382200.csv
27212,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,80.8,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARSCOVID 2 CA  OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27212,Pakistan Trade Atlas All 2021 HS 382200.csv
27215,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,6671.0,0.0,USD,0.0,,0.0,,20.0,KG,ALNTY SARS COV2 IGGII QUANT 20ECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27215,Pakistan Trade Atlas All 2021 HS 382200.csv
27218,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARS COVID 2 IGG CAL  OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27218,Pakistan Trade Atlas All 2021 HS 382200.csv
27230,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Kuwait,1667.8,0.0,USD,0.0,,0.0,,10.0,KG,ARC SARC COV2 IGGII QUANT 100T ECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27230,Pakistan Trade Atlas All 2021 HS 382200.csv
27240,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DIAGNOSTICS SYSTEMS,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,"BOLLORE LOGISTICS UK LTD , UNIT 3, ALPHA POINT BRA",,United Kingdom,58131.0,0.0,USD,0.0,,0.0,,100.0,KG,GENESIG REAL TIME PCR COVID19 KIT 96 REACTION 100 KITS NO.ZPATHCOVID19CE,0.0,,,,,,KPFI,,BABA IMPEX,,0.0,,,,,,,,,,,27240,Pakistan Trade Atlas All 2021 HS 382200.csv
27242,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARSCOV2 IGM CAL OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27242,Pakistan Trade Atlas All 2021 HS 382200.csv
27251,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,824.64,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARS COV2 IGGII QUANT CONT ECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27251,Pakistan Trade Atlas All 2021 HS 382200.csv
27299,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2 CAL OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27299,Pakistan Trade Atlas All 2021 HS 382200.csv
27306,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,225.2,0.0,USD,0.0,,0.0,,2.0,KG,ALINITY SARSCOV2 IGG CTL OUS  Control,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27306,Pakistan Trade Atlas All 2021 HS 382200.csv
27310,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,225.2,0.0,USD,0.0,,0.0,,2.0,KG,ARC SARS COVID2 CTL OUS,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27310,Pakistan Trade Atlas All 2021 HS 382200.csv
27316,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,63.01,0.0,USD,0.0,,0.0,,1.0,KG,ARC  SARSCOVID2  CTL OUS  Control,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27316,Pakistan Trade Atlas All 2021 HS 382200.csv
27318,25-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , FRA",,Ireland,549.76,0.0,USD,0.0,,0.0,,2.0,KG,ALNTY SARS COV2 IGGII QUANT CO   ECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,27318,Pakistan Trade Atlas All 2021 HS 382200.csv
27378,24-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",H A SHAH AND SONS,3RD FLR 109-W SARDAR BEGUM PLAZA JINNAH AVENUE BLUE AREA ISLAMABAD,PK - Pakistan,.,.,.,.,"LIFE TECHNOLOGIES HOLDINGS BV , AMSTERDAM",,,141000.0,0.0,USD,0.0,,0.0,,85.0,KG,TAQPATH COVID19 RTPCR KITS AS PER INVOICE,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,27378,Pakistan Trade Atlas All 2021 HS 382200.csv
27398,24-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , FRA DE",,Germany,30402.8,0.0,USD,0.0,,0.0,,40.0,KG,ANTISARSCOV2 S ELECSYS COBAS E 200 QTY 40 PCS BATCH NO 53919601 MFG DT 15.2.2021 EXP DT 31.8.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27398,Pakistan Trade Atlas All 2021 HS 382200.csv
27399,24-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , FRA DE",,Germany,115.44,0.0,USD,0.0,,0.0,,6.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 6 PCS BATCH NO 53741801 MFG DT 11.2.2021 EXP DT 31.5.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27399,Pakistan Trade Atlas All 2021 HS 382200.csv
27587,24-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , FRA DE",,Germany,591.2,0.0,USD,0.0,,0.0,,20.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 20 PCS BATCH NO 51336001 MFG DT 21.10.2020 EXP DT 30.9.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27587,Pakistan Trade Atlas All 2021 HS 382200.csv
27657,24-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS GMBH , FRA DE",,Germany,269.36,0.0,USD,0.0,,0.0,,14.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 14 PCS BATCH NO 53741801 MFG DT 11.2.2021 EXP DT 31.5.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27657,Pakistan Trade Atlas All 2021 HS 382200.csv
27673,23-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,"SHENZHEN LIFOTRONIC TECHNOLOGY CO LTD , HKG CN",,China,99000.0,0.0,USD,0.0,,0.0,,4000.0,KG,DIAGNOSTICS REAGENTS SARS COV2 ASSAY KITS 25TKIT QTY4000 KITS,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27673,Pakistan Trade Atlas All 2021 HS 382200.csv
27736,22-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOORA PHARMA,"G-143, Defence View, Phase-II, Shaheed-e-Millat Expressway,",PK - Karachi,+92 2135388251,+92 2135388249,info@hoorapharma.com,www.hoorapharma.com,"SANSURE BIOTECH INC , CHINA",,China,100940.61,0.0,USD,0.0,,0.0,,50536.0,KG,"ITEMS SERIAL NO.1 TO 4 NOVEL CORONAVIRUS 2019nCOVNUCLEIC ACID DIAGNOSTIC KITPCRFLUORESCENCE PROBING,PCR TUBE",0.0,,,,,,KPFI,,LIAQUAT TRADERS,,0.0,,,,,,,,,,,27736,Pakistan Trade Atlas All 2021 HS 382200.csv
27756,22-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SHAMAS SCIENTIFIC TRADERS,P 481 SADDIQ PLAZA JINNAH COLONY FAISALABAD,PK - Pakistan,.,.,.,.,"ZHEJIANG ORIENT GENE BIOTECH C , ZHEJINAG",,China,388.0,0.0,USD,0.0,,0.0,,2000.0,KG,1. RAPID TEST CASSETTE FOR CORONA VIRUS FOR RAPID DETECTION OF SARC COV2 IVD    LOT NO 2101299  EXP 012023  BRAND HELAGEN  ORIGIN CHINA TOTAL QTY 2000 NOS 30 KG NET W,0.0,,,,,,IPAF,,M/S. MEHRAN CARGO SERVICES           (C/W),,0.0,,,,,,,,,,,27756,Pakistan Trade Atlas All 2021 HS 382200.csv
27799,22-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MED LAB SERVICES,"OFFICE#1, 1ST FLOOR, ABC PLAZA, COMMERCIAL CENTER SATELLITE TOWN, RAWALPINDI-PAKISTAN.",PK - Pakistan,.,.,.,.,"VIRCELL S.L , MAD",,Spain,300.0,0.0,USD,0.0,,0.0,,30.0,KG,DIAGNOSTIC KIT COVID19 ELSA IgG,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,27799,Pakistan Trade Atlas All 2021 HS 382200.csv
27870,22-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SIND MEDICAL STORES,"13-B, Block 6, Pechs Shahrah-E-Faisal",PK - Karachi,+92 2134521629,+92 2134384084,info@sms-pakistan.com,www.sms-pakistan.com.pk,"LABSYSTEMS DIAGNOSTICS OY , HEL",,Finland,2808.0,0.0,USD,0.0,,0.0,,10.0,KG,"1 8100512 COVID19 RTPCR 100 TESTMPN8100512 312SB11  10 31.12.202110 PC 200.00 PER 1 ST 2.000,00 Total Price 2.000,00 Handling Fee 808,00 TotalEUR 2.808,00",0.0,,,,,,KPFI,,MUSTAFAI CORP.,,0.0,,,,,,,,,,,27870,Pakistan Trade Atlas All 2021 HS 382200.csv
27877,22-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , ORD",,United States,5356.2,0.0,USD,0.0,,0.0,,30.0,KG,KIT COBAS 68008800 SARSCOV2 RMC. QTY 30 PCS BATCH NO.G32313 MFG DATE 06.01.2021 EXP DATE 30.11.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,27877,Pakistan Trade Atlas All 2021 HS 382200.csv
27879,20-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SCIENTIFIC SUPPLIES (PVT) LTD.,"57-A, Block-2, PECHS,",PK - Karachi,+92 2134555617,+92 2134557446,sskhi@cyber.net.pk,www.scientific supplies.com,"SINGUWAY BIOTECH INC , HKG",,China,8234.01,0.0,USD,0.0,,0.0,,63.0,KG,PCR KIT FOR COVID19  48 TESTSKIT QTY63 KITS,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,27879,Pakistan Trade Atlas All 2021 HS 382200.csv
27889,20-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SMART TECH SOLUTIONS,PESHAWAR,PK - Pakistan,.,.,.,.,"VIVANTIS TECHNOLOGIES SDN BHD , KUALA LUMPUR",,Malaysia,733.0,0.0,USD,0.0,,0.0,,72.0,KG,COVID19 PCR KIT  GF1 VIRAL NUCLEIC ACID EXTRACTION KIT PROTEINASE K  CARRIER RNA INCLUDED 100 PREPS  150 KITS,0.0,,,,,,PPAF,,,,0.0,,,,,,,,,,,27889,Pakistan Trade Atlas All 2021 HS 382200.csv
27978,19-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,KHI PAK,PK - Pakistan,.,.,.,.,"NOVATEC IMMUDIAGNOSTICA GMBH , FRA DE",,Singapore,1290.24,0.0,USD,0.0,,0.0,,4.0,KG,GSD NovaPrime SARSCoV2 RealTime PCR COVID19  96 tests QTY04 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,27978,Pakistan Trade Atlas All 2021 HS 382200.csv
28011,19-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",JB SCIENTIFIC,KHI PAK,PK - Pakistan,.,.,.,.,"NOVATEC IMMUDIAGNOSTICA GMBH , FRA DE",,Singapore,1008.76,0.0,USD,0.0,,0.0,,4.0,KG,GSD NovaType SARSCoV2 ID RTPCR RUO only  96 tests QTY04 KIT,0.0,,,,,,KPFI,,THAHEEM BROTHERS,,0.0,,,,,,,,,,,28011,Pakistan Trade Atlas All 2021 HS 382200.csv
28076,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,3537.8,0.0,USD,0.0,,0.0,,70.0,KG,ARC SARSCOVID2 100 OUSECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,28076,Pakistan Trade Atlas All 2021 HS 382200.csv
28089,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGM CAL OUSStandard or calibrator,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,28089,Pakistan Trade Atlas All 2021 HS 382200.csv
28105,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,10090.6,0.0,USD,0.0,,0.0,,20.0,KG,ARC SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,28105,Pakistan Trade Atlas All 2021 HS 382200.csv
28111,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,17658.2,0.0,USD,0.0,,0.0,,70.0,KG,ARC SARSCOVID2 100T OUSECLIA KIT,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,28111,Pakistan Trade Atlas All 2021 HS 382200.csv
28115,18-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,"ABBOTT DIAGNOSTICS GMBH , MAX-PLANCK-RING 2",,Ireland,112.6,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2 CTL OUSControl,0.0,,,,,,KPAF,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,28115,Pakistan Trade Atlas All 2021 HS 382200.csv
28135,17-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , IND",,United States,383220.0,0.0,USD,0.0,,0.0,,180.0,KG,"DIAGNOSTICS REAGENT KIT COBAS 68008800 SARSCOV2 192T QTY 180 PCS BATCH NO G32241 MFG DT 5.1.2021 EXP DT 30.11.2021 EXEMPTION OF SRO 1251 , 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,28135,Pakistan Trade Atlas All 2021 HS 382200.csv
28151,17-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , IND",,United States,6070.36,0.0,USD,0.0,,0.0,,34.0,KG,"KIT COBAS 68008800 SARSCOV2 RMC QTY 34 PCS BATCH NO G32299 MFG DT 8.1.2021 EXP DT 30.11.2021 EXEMPTION OF SRO 1251 , 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,28151,Pakistan Trade Atlas All 2021 HS 382200.csv
28170,17-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,"ROCHE DIAGNOSTICS CORP , IND",,United States,77880.0,0.0,USD,0.0,,0.0,,15.0,KG,"KIT COBAS 68008800 SARSCOV2 480T QTY 15 PCS BATCH NO G32206 MFG DT 6.1.2021 EXP DT 30.11.2021 EXEMPTION OF SRO 1251 , 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,28170,Pakistan Trade Atlas All 2021 HS 382200.csv
28181,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MOLECULAR BIOLOGY PRODUCT,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,"MOLECULAR BIOLOGY PRODUCTS INC , YYZ",,Canada,3450.0,0.0,USD,0.0,,0.0,,15.0,KG,GenomeCoV19 Detection Kit QTY15.00 KIT,0.0,,,,,,KPFI,,,,0.0,,,,,,,,,,,28181,Pakistan Trade Atlas All 2021 HS 382200.csv
28189,16-03-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SINDH INSTITUTE OF UROLOGY & TRANSPLANTATION,"TRANSPLANTATION DOW MEDICAL COLLEGE, CIVIL HOSPITAL KARACHI, PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH , FRA",,United States,125.0,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS COVID 2 CTLOUS,0.0,,,,,,KPAF,,AL FAIZ INTERNATIONAL,,0.0,,,,,,,,,,,28189,Pakistan Trade Atlas All 2021 HS 382200.csv
