,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Top P Match Ratio,Top P Match UIDs,Matching P Tags,Top M Match Ratio,Top M Match UIDs,Matching M Tags
901,24787,24788,20-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ATCO LABORATORIES LTD.,"B -18, S.I.T.E",PK - Karachi,.,+92 2132563974,info@atcolab.com,www.atcolab.com,--,,Germany,1592.62,0.0,USD,0.0,,0.0,,2.0,KG,TELMISARTAN RELATED COMPOUND B 15MGPRICE IN UNIT UOM IS IN KG,0.0,,,,,,KPFI,,M/S. FOOD & RAW MATERIAL COMPANY,,0.0,,,,,,,,,,,24788,Pakistan Trade Atlas All 2021 HS 382200.csv,0.25,387 | 534 | 868,in | b | is,0.5,21 | 839 | 948 | 76 | 989 | 335 | 342,laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
902,24811,24812,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,274.88,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARS COV2 IGG II QUANT CONTECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24812,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
903,24818,24819,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,16677.5,0.0,USD,0.0,,0.0,,50.0,KG,ALINITY SARS COV2 IGG II QUANT 20ECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24819,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
904,24856,24857,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,55.69,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGM CAL OUSStandard or calibrator,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24857,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
905,24873,24874,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,134.68,0.0,USD,0.0,,0.0,,7.0,KG,ANTISARSCOV2 S PC ELECSYS QTY 7 PCS ABTCH NO 54074501 MFG DT 19.3.2021 EXP DT 30.11.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,24874,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 272 | 256 | 777,s | 7 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
906,24894,24895,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,8339.0,0.0,USD,0.0,,0.0,,50.0,KG,ARC SARS COV2 IGG II QUANT 100TECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24895,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
907,24924,24925,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.05,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARSCOV2 IGM CTL OUSControl,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24925,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
908,24932,24933,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,206.92,0.0,USD,0.0,,0.0,,7.0,KG,ANTISARSCOV2 S CS ELECSYS QTY 7 PCS ABTCH NO 51336001 MFG DT 21.10.2020 EXP DT 30.9.2021,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,24933,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,995 | 272 | 256 | 777,s | 7 | elecsys | elecsys,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
909,24946,24947,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1516.2,0.0,USD,0.0,,0.0,,30.0,KG,ALINITY SARSCOVID2 100 OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24947,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"32,33 | 947",alinity | alinity,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
910,24957,24958,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,274.88,0.0,USD,0.0,,0.0,,1.0,KG,ALINITY SARS COV2 IGG II QUANT COECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,24958,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
911,24960,24961,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",THE BIOTECH SCIENTIFIC,ISLAMABAD PAKISTAN,PK - Pakistan,.,.,.,.,SINGUWAY BIOTECH INC,,China,194.14,0.0,USD,0.0,,0.0,,34.0,KG,DETECTION KIT FOR CORONA VIRUS DIASEASE 2019 COVID19 QTY34,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,24961,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1175 | 566 | 1109 | 653 | 364 | 40,"corona,virus | detection,2019 | detection,2019 | virus,detection | detection,2019 | detection,2019",0.5,"1365 | 175 | 210 | 836 | 838 | 860 | 828 | 855 | 935 | 607 | 608 | 52 | 830 | 856 | 825 | 473 | 471,790 | 851 | 603 | 625 | 636 | 816 | 822 | 161 | 220 | 310 | 817 | 550 | 319 | 19 | 438 | 441 | 440 | 418 | 442 | 563 | 987 | 917 | 936 | 950 | 754 | 45",biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | scientific | scientific | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech
912,25007,25008,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5045.3,0.0,USD,0.0,,0.0,,10.0,KG,ALINITY SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25008,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
913,25034,25035,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MIAN SCIENTIFIC CORPORATION (PVT) LTD,"54-UPPER FLOOR CHABURJI CENTER MULTAN ROAD,LAHORE",PK - Pakistan,.,.,.,.,SHENZHEN RUI YI INTL TRANSPORT AGEN,,China,144.0,0.0,USD,0.0,,0.0,,36.0,KG,COVID 19 TEST KITS,0.0,,,,,,KPAF,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,25035,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,34 | 537 | 1305 | 140 | 1228 | 1131 | 592,19 | 19 | 19 | 19 | 19 | 19 | 19,0.5,"25 | 23 | 293 | 294 | 550 | 319 | 365 | 51 | 283 | 669 | 670 | 1001 | 1000 | 542,543 | 540 | 541,1157 | 681 | 680 | 679 | 996 | 40 | 661 | 12 | 321 | 322 | 638 | 121 | 724",corporation | corporation | corporation | corporation | scientific | scientific | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation | corporation
914,25045,25046,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",THE BIOTECH SCIENTIFIC,ISLAMABAD PAKISTAN,PK - Pakistan,.,.,.,.,SINGUWAY BIOTECH INC,,China,5898.57,0.0,USD,0.0,,0.0,,291.0,KG,EXAMINED THE CONSIGNMENT FOUND AS UNDER 01DETECTION KIT FOR CORONA VIRUS DISEASES 2019 COVID 19PCR FLORENCE PROBE  BRAND OOYSIGN  48TESTKIT  LOT NUMBER 20210102  MFG 2,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,25046,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1175,"corona,virus",0.5,"1365 | 175 | 210 | 836 | 838 | 860 | 828 | 855 | 935 | 607 | 608 | 52 | 830 | 856 | 825 | 473 | 471,790 | 851 | 603 | 625 | 636 | 816 | 822 | 161 | 220 | 310 | 817 | 550 | 319 | 19 | 438 | 441 | 440 | 418 | 442 | 563 | 987 | 917 | 936 | 950 | 754 | 45",biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | scientific | scientific | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech | biotech
915,25057,25058,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,Germany,174.53,0.0,USD,0.0,,0.0,,1.0,KG,MAGNA PURE 24 TOTAL NA ISOLATION KIT QTY 1 PC BATCH NO 04.11.2020 EXP 28.02.2022 EXAMPTON SRO COV19 C.D 1251 S.T 1257 I.N 1241 SERIAL NO 11,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,25058,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,782 | 1348 | 119 | 1116 | 1450,total | 1 | cov19 | kit | na,0.5,"647 | 132,133 | 131 | 643 | 252 | 256",roche | roche | roche | roche | roche | roche
916,25078,25079,19-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",SHAHEEN AERO TRADERS,"OPP. BENAZIR BHUTTO INTERNATIONAL AIRPORT, CHAKLALA, ISLAMABAD, PAKISTAN AND HABIB BA",PK - Pakistan,.,.,.,.,GENERAL BIOLOGICALS CORPORATIO,,Taiwan,73999.97,0.0,USD,0.0,,0.0,,960.0,KG,EXAMINED THE CONSIGNMENT AND FOUND DETAILS AS UNDER 1 4PCO052E GB SARS COV2 REALTIME RTPCR 604 LOTPVT61306EXP.MAR042023 ORIGIN GERMANY QTY 2000 KITS NET WEIGHT 880 K,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,25079,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,"17,18 | 1259 | 1271 | 1347 | 1238 | 1372",realtime | realtime | realtime | cov2 | cov2 | cov2,0.0,,
917,25082,25083,18-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",DHL PAKISTAN (PVT) LTD,"162, Banglore Town, Shahrah-e-Faisal,",PK - Karachi,,+92 2134529964,imranahmed@dhl.com,www.dhl.com.pk,DHL AVIATION UK LTD,,United Kingdom,1.52,0.0,USD,0.0,,0.0,,0.3,KG,8468748131  IN VITRO DIAGNOSTIC  CHIL COVID19 ANTIGEN RAPID TEST,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,25083,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"44 | 187 | 171 | 209 | 550 | 1173 | 618 | 1098 | 648 | 1245 | 613 | 1243 | 643 | 644,645,646 | 1074 | 185","antigen | antigen | antigen,rapid | antigen,rapid | antigen,rapid | rapid | antigen,rapid | antigen,diagnostic,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid",0.0,,
918,25083,25084,18-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES,28 I & T CENTRE G-9/4,PK - Pakistan,.,.,.,.,BIOMERIEUX SA EXPORT HORS DOM,,France,251265.07,0.0,USD,0.0,,0.0,,500.0,KG,Real time cov 2 pcr kit,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,25084,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,211 | 1095 | 923 | 651 | 1057,"time,real | time,real | time,real | pcr,time,real | pcr,time,real",0.3333333333333333,273,services
919,25086,25087,18-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GLOBEL MARKETING SERVICES,28 I & T CENTRE G-9/4,PK - Pakistan,.,.,.,.,BIOMERIEUX SA EXPORT / HORS DO,,Germany,251265.07,0.0,USD,0.0,,0.0,,500.0,KG,Covid real time pcr kit,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,25087,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,211 | 1095 | 923 | 651 | 1057,"time,real | time,real | time,real | pcr,time,real | pcr,time,real",0.3333333333333333,273,services
920,25135,25136,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,2527.0,0.0,USD,0.0,,0.0,,25.0,KG,ALNTY  SARSCOV2   IGM   200T  OUS  ECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25136,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
921,25146,25147,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Japan,915.15,0.0,USD,0.0,,0.0,,5.0,KG,PARTS AND ACCESSORIESARCHITECT C4000C8000 REAGENTPART NO.,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25147,Pakistan Trade Atlas All 2021 HS 382200.csv,0.3333333333333333,603,and,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
922,25307,25308,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,10090.6,0.0,USD,0.0,,0.0,,20.0,KG,ALNTY SARSCOV2 IGG 200T OUSEclia Kit,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25308,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
923,25322,25323,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,United States,1010.8,0.0,USD,0.0,,0.0,,10.0,KG,ALINITY SARSCOV2 IGM 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25323,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
924,25345,25346,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5045.3,0.0,USD,0.0,,0.0,,10.0,KG,ALNTY SARSCOV2 IGG 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25346,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1075,igg,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
925,25394,25395,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1516.2,0.0,USD,0.0,,0.0,,15.0,KG,ALNTY SARSCOV2 IGM 200T OUSECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25395,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,1076,igm,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
926,25396,25397,17-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,28685.3,0.0,USD,0.0,,0.0,,86.0,KG,ALNTY SARS COV2 IGGII QUANT 20ECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25397,Pakistan Trade Atlas All 2021 HS 382200.csv,0.5,1347 | 1238 | 1372,cov2 | cov2 | cov2,0.5,"17,18 | 32,33 | 947 | 916 | 975 | 21 | 839 | 948 | 76 | 989 | 335 | 342",abbott | abbott | abbott | abbott | abbott | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories | laboratories
927,25498,25499,16-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",MATS INTERNATIONAL.,"OFFICE NO 1 GROUND FLOOR AMNA PLAZA, MAIN PESHAWAR ROAD, RAWALPINDI.",PK - Pakistan,.,.,.,.,HANGZHOU ALLTEST BIOTECH CO LT,,China,750.0,0.0,USD,0.0,,0.0,,75.0,KG,1..COVID19 ANTIGEN RAPID TEST NASOPHARYNGEAL SWAB  REF INCPAC0502 LOT NO. COV21040037ACO  EXP 112022  BRAND JUSTCHEK  ORIGIN USA  QTY5000 PCS  NET WEIGHT WIGHT 75 KGS,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,25499,Pakistan Trade Atlas All 2021 HS 382200.csv,1.0,"44 | 187 | 171 | 209 | 550 | 1173 | 618 | 648 | 1245 | 613 | 1243 | 643 | 192 | 644,645,646 | 1074 | 185","antigen | antigen | antigen,rapid | antigen,rapid | antigen,rapid | rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | antigen,rapid | swab,antigen | antigen,rapid | antigen,rapid | antigen,rapid",0.0,,
928,25526,25527,15-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",BRIOGEN (PVT) LTD,KARACHI PAKISTAN,PK - Pakistan,.,.,.,.,XIAMEN ZEESAN BIOTECH CO LTD,,China,75409.0,0.0,USD,0.0,,0.0,,1000.0,KG,"DIAGNOSTICS REAGENTS SARS COV2 TEST KIT REALTIME PCR QTY1000 KITS EXEMPTION OF SRO 1251, 1257 AND 1241 SERIAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,25527,Pakistan Trade Atlas All 2021 HS 382200.csv,0.6666666666666666,1409,"pcr,realtime",0.0,,
