,index,paproduct detailno,arrival date,hs code,hs code description,importer name,importer address,city state,tel,fax,e-mail,web,exporter name,exporter address,country of origin,import value fob,import value cif,currency,net weight,net weight unit,gross weight,gross weight unit,quantity,quantity unit,product details,number of packages,packages unit,incoterms,place of delivery,brand name,manufactoring company,port of arrival,port of departure,notify party,notify address,volume,volume unit,preport,shipper country,us state,us port2,final us port,final foreign port,final country,container count,total teus,source_data_row,source_file_name,Matching P Tags,Top P Score Reports,Matching M Tags,Top M Score Reports,Top P Match Score,Top M Match Score,Top Agg Match (P&M),Top P Match UIDs,Top M Match UIDs,Top Agg Match UIDs
957,25921,25922,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,121.2,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARSCOVID2  CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25922,Pakistan Trade Atlas All 2021 HS 382200.csv,,,"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.0,10.5,10.5,,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
958,25922,25923,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1516.2,0.0,USD,0.0,,0.0,,30.0,KG,ARC SARSCOVID2  100T  OUSECLIA  KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25923,Pakistan Trade Atlas All 2021 HS 382200.csv,100t,{'100t': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.3333333333333333,10.5,10.5,309,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
959,25924,25925,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HI TECH SCIENTIFIC INTERNATIONAL,"AL, F833/11-B, F BLOCK HOLY FAMILY HOSPITAL SATELLITE TOWN, RAWALPINDI PAKISTAN",PK - Pakistan,.,.,.,.,ACON BIOTECH HANGZHOU CO LTD,,United States,3951.4,0.0,USD,0.0,,0.0,,46.0,KG,KITS.. i NUCLEIC ACID EXTRACTION KITS  LOT NO DRAO120004  REF NO P1211301  EXPIRY DATE 26122021  QTY  32 TESTKIT  TOTAL TEST 2144 PCS  ii SARSCOV2 RTPCR TEST KIT  L,0.0,,,,,,IPAF,,,,0.0,,,,,,,,,,,25925,Pakistan Trade Atlas All 2021 HS 382200.csv,"nucleic,acid","{'nucleic,acid': '1ea'}","hangzhou,biotech,acon | hangzhou,biotech,acon | hangzhou,biotech,acon","{'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'} | {'hangzhou': 20, 'acon': 20, 'biotech': '1ea'}",2.0,41.0,41.0,144,610 | 282 | 805,610 | 282 | 805
960,25928,25929,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EURONANO DIAGNOSTICS (PRIVATE) LIMITED,,PK - Pakistan,.,.,.,.,,,Turkey,1231.38,0.0,USD,0.0,,0.0,,8.0,KG,BOSPHORE SARSCOV2 VARIANT DETECTION KIT V2 50RXNBOX QTY 8 KIT,0.0,,,,,,KPAF,,PRMIER SERVICES INTERNATIONAL,,0.0,,,,,,,,,,,25929,Pakistan Trade Atlas All 2021 HS 382200.csv,detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection | detection,{'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1} | {'detection': 1},,,0.5,0.0,0.5,328 | 925 | 245 | 164 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021,,328 | 925 | 245 | 164 | 1020 | 433 | 968 | 251 | 1352 | 546 | 1133 | 150 | 1070 | 362 | 1021
961,25937,25938,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,5837.3,0.0,USD,0.0,,0.0,,35.0,KG,ARC SARSCOVID2  IGGII  QUANT    100TECLIA KIT,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25938,Pakistan Trade Atlas All 2021 HS 382200.csv,quant | quant,{'quant': '1ea'} | {'quant': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.25,10.5,10.5,767 | 770,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
962,25939,25940,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,63.01,0.0,USD,0.0,,0.0,,1.0,KG,ARC SARSCOVID2  CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25940,Pakistan Trade Atlas All 2021 HS 382200.csv,control,{'control': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.25,10.5,10.5,1251,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
963,25949,25950,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,40.4,0.0,USD,0.0,,0.0,,1.0,KG,ALNTY SARSCOVID2  IGG   CALIBRATOR  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25950,Pakistan Trade Atlas All 2021 HS 382200.csv,igg,{'igg': 4},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",4.0,10.5,10.5,1075,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
964,25951,25952,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1173.65,0.0,USD,0.0,,0.0,,5.0,KG,ALNTY SARSCOVID2  IGGII QUANT  CALIBRATOR,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25952,Pakistan Trade Atlas All 2021 HS 382200.csv,quant | quant,{'quant': '1ea'} | {'quant': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.25,10.5,10.5,767 | 770,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
965,25952,25953,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,337.8,0.0,USD,0.0,,0.0,,3.0,KG,ARC SARSCOVID2  CONTROL  OUS,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25953,Pakistan Trade Atlas All 2021 HS 382200.csv,control,{'control': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.25,10.5,10.5,1251,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
966,25958,25959,09-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ABBOTT LABORATORIES PAKISTAN,"Opposite Radio Pakistan Transmission,Hyderabad Road, Landhi,",PK - Karachi,.,+92 2135046574,.,www.abbott.com.pk,ABBOTT DIAGNOSTICS GMBH,,Ireland,1099.52,0.0,USD,0.0,,0.0,,4.0,KG,ALNTY SARSCOVID2  IGGII QUANT  CONTROL,0.0,,,,,,KPAF,,MAHEM ENTERPRISES.,,0.0,,,,,,,,,,,25959,Pakistan Trade Atlas All 2021 HS 382200.csv,quant | quant | control,{'quant': '1ea'} | {'quant': '1ea'} | {'control': '1ea'},"diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott | diagnostics,abbott","{'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'} | {'abbott': 20, 'diagnostics': '1ea'}",0.25,10.5,10.5,767 | 770 | 1251,70 | 72 | 73 | 74 | 330 | 951 | 430,70 | 72 | 73 | 74 | 330 | 951 | 430
967,25978,25979,08-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GENIX PHARMA (PVT) LTD,4445-B Korangi Creek Road,PK - Karachi,.,.,info@genixpharma.com,www.genixpharma.com,U.S. PHARMACOPEIAL CONVENTION,,Germany,251.96,0.0,USD,0.0,,0.0,,0.0,KG,LAB REAGENTS  TELMISARTAN 200mg 144701484R085R0EAR66 2933995300.,0.0,,,,,,KPFI,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,25979,Pakistan Trade Atlas All 2021 HS 382200.csv,reagents,{'reagents': 4},us,{'us': '1ea'},2.0,0.3333333333333333,2.0,66,1189,66
968,26054,26055,08-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,312.1,0.0,USD,0.0,,0.0,,10.0,KG,BMK SPEC STAINS LIQUID COVERSLIP QTY 10 PCS BATCH NO G33809 MFG 25.02.2021 EXP 24.02.2022,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,26055,Pakistan Trade Atlas All 2021 HS 382200.csv,10,{'10': '1ea'},"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",0.5,21.0,21.0,1273,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133 | 252 | 256 | 643 | 647
969,26057,26058,08-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GENIX PHARMA (PVT) LTD,4445-B Korangi Creek Road,PK - Karachi,.,.,info@genixpharma.com,www.genixpharma.com,U.S. PHARMACOPEIAL CONVENTION,,Japan,529.64,0.0,USD,0.0,,0.0,,0.0,KG,OLMESARTAN MEDOXOMIL 100mg 14689634R114L0EAR992934990002.,0.0,,,,,,KPFI,,KUNDI SERVICES LTD.,,0.0,,,,,,,,,,,26058,Pakistan Trade Atlas All 2021 HS 382200.csv,,,us,{'us': '1ea'},0.0,0.3333333333333333,0.3333333333333333,,1189,1189
970,26064,26065,07-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",GHRASA LABORATORIES SUPPLIES,LAHORE PAKISTAN,PK - Pakistan,.,.,.,.,SHENZHEN NEW INDUSTRIES BIOMED,,China,5236.99,0.0,USD,0.0,,0.0,,212.0,KG,LAB REAGENT  MAGLUMI SARSCoV2 SRBD IgGCLIA   654 PKGS  212 KG NW  BATCH NO.270210111 EXPIRY DATE2422022,0.0,,,,,,PPAF,,SAIF CUSTOM AGENCY,,0.0,,,,,,,,,,,26065,Pakistan Trade Atlas All 2021 HS 382200.csv,maglumi,{'maglumi': 20},"shenzhen,new,industries","{'industries,new,shenzhen': '1ea'}",6.666666666666667,0.75,14.833333333333334,404,404,404
971,26074,26075,07-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ZYBION INC,,China,97633.68,0.0,USD,0.0,,0.0,,1113.5,KG,NUCLEIC ACID EXTRACTION KIT T20096 TEST KIT FOR COVID  1042   GROSS WEIGHT 1113.50 KG,0.0,,,,,,KPFI,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,26075,Pakistan Trade Atlas All 2021 HS 382200.csv,"nucleic,acid","{'nucleic,acid': '1ea'}",,,2.0,0.0,2.0,144,,144
972,26118,26119,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EAST WEST LINKS,CO ASGHAR HOSPITAL KARACHI,PK - Pakistan,.,.,.,.,DAMITRA GENERAL TRADING LLC,,China,870.98,0.0,USD,0.0,,0.0,,24.5,KG,Covid19 IGGIGM Rapid Test device  Whole Blood serumPlasma,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,26119,Pakistan Trade Atlas All 2021 HS 382200.csv,"rapid,iggigm | rapid,iggigm | rapid,iggigm","{'rapid': 4, 'iggigm': '1ea'} | {'rapid': 4, 'iggigm': '1ea'} | {'rapid': 4, 'iggigm': '1ea'}",general,{'general': 4},5.0,1.3333333333333333,5.0,198 | 204 | 205,296,198 | 204 | 205
973,26119,26120,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",FUTURE SCIENTIFIC,HOUSE NO BIII 730/111 STREET NO 25 KHURRUM COLONY MUSLIM TOWN RAWALPINDI,PK - Pakistan,.,.,.,.,IMMUNDIAGNOSTIK AG,,Germany,17751.37,0.0,USD,0.0,,0.0,,0.36,KG,"SARSCoV2 CORONAVIRUS PCR TEST KITS1 SARSCoV2 CORONAVIRUS PCR TEST KITS COMPLEATE DETAIL OF LOT NUMBER ,MFG DATE AND EXP DATE AS PER INVOICE NUMBER 20210114793 DATED 29.",0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,26120,Pakistan Trade Atlas All 2021 HS 382200.csv,pcr | pcr | pcr | coronavirus,{'pcr': '1ea'} | {'pcr': '1ea'} | {'pcr': '1ea'} | {'coronavirus': '1ea'},ag | ag | ag,{'ag': '1ea'} | {'ag': '1ea'} | {'ag': '1ea'},0.5,0.5,0.5,952 | 1035 | 1442 | 1158,609 | 635 | 584,609 | 635 | 952 | 1035 | 584 | 1442 | 1158
974,26132,26133,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",EAST WEST LINKS,CO ASGHAR HOSPITAL KARACHI,PK - Pakistan,.,.,.,.,DAMITRA GENERAL TRADING LLC,,China,232.26,0.0,USD,0.0,,0.0,,5.5,KG,SarsCov2 Antigene Rapid Test Device Swab,0.0,,,,,,KPAF,,,,0.0,,,,,,,,,,,26133,Pakistan Trade Atlas All 2021 HS 382200.csv,rapid,{'rapid': 4},general,{'general': 4},4.0,1.3333333333333333,4.0,1173,296,1173
975,26137,26138,06-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",H A SHAH AND SONS,3RD FLR 109-W SARDAR BEGUM PLAZA JINNAH AVENUE BLUE AREA ISLAMABAD,PK - Pakistan,.,.,.,.,LIFE TECHNOLOGIES HOLDINGS BV,,United States,178599.99,0.0,USD,0.0,,0.0,,81.0,KG,TAQPATH COVID19 RTPCR KITS AS PER INVOICE.,0.0,,,,,,IPAI,,,,0.0,,,,,,,,,,,26138,Pakistan Trade Atlas All 2021 HS 382200.csv,taqpath,{'taqpath': '1ea'},"technologies,life | technologies,life | technologies,life | technologies,life",{'technologies_life': 20} | {'technologies_life': 20} | {'technologies_life': 20} | {'technologies_life': 20},1.0,6.666666666666667,14.0,710,928 | 930 | 929 | 994,928 | 930 | 929
976,26209,26210,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",AYYAN MOLECULAR PRODUCTS,"ADDRESS: 14-C FIRST FLOOR, CHAUBURJI CENTER, MULTAN ROAD. LAHORE, PAKISTAN.",PK - Pakistan,.,.,.,.,ZYBIO INC,,China,147392.3,0.0,USD,0.0,,0.0,,438.0,KG,SARSCOV2 NUCLEIC ACID DETECTION PCR KIT  1042 KIT GROSS WEIGHT 438 KG,0.0,,,,,,KPFI,,"SINDH GREEN ENTERPRISES,",,0.0,,,,,,,,,,,26210,Pakistan Trade Atlas All 2021 HS 382200.csv,"nucleic,detection,pcr,acid | nucleic,detection,pcr,acid | nucleic,acid","{'detection': 1, 'nucleic,pcr,acid': '1ea'} | {'detection': 1, 'nucleic,pcr,acid': '1ea'} | {'nucleic,acid': '1ea'}",zybio,{'zybio': 20},2.0,20.0,41.5,933 | 1368 | 144,1032,1032
977,26313,26314,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,5356.2,0.0,USD,0.0,,0.0,,30.0,KG,"KIT COBAS 68008800 SARSCOV2 RMC QTY 30 PCS BATCH NO G32324 MFG 15.01.2021 EXP 31.12.2021 EXEMPTION OF SRO 1251, 1257 AND 1241 SERAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,26314,Pakistan Trade Atlas All 2021 HS 382200.csv,10 | cobas | cobas | cobas,{'10': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",0.5,21.0,43.0,1273 | 131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
978,26339,26340,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS CORP,,United States,319350.0,0.0,USD,0.0,,0.0,,150.0,KG,"KIT COBAS 68008800 SARSCOV2 192T QTY 150 PCS BATCH NO G32249 MFG 07.01.2021 EXP 30.11.2021 EXEMPTION OF SRO 1251, 1257 AND 1241 SERAL  10",0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,26340,Pakistan Trade Atlas All 2021 HS 382200.csv,10 | cobas | cobas | cobas,{'10': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'} | {'cobas': '1ea'},"diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche | diagnostics,roche","{'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'} | {'roche': 20, 'diagnostics': '1ea'}",0.5,21.0,43.0,1273 | 131 | 132 | 133,131 | 132 | 133 | 252 | 256 | 643 | 647,131 | 132 | 133
979,26356,26357,05-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",ROCHE PAKISTAN LTD,"37-C, Block 6, P.E.C.H.S P.O. Box 20021",PK - Karachi,+92 2134540731,+92 2134549563,.,www.roche.com.pk,ROCHE DIAGNOSTICS GMBH,,South Korea,183133.44,0.0,USD,0.0,,0.0,,1512.0,KG,SARSCOV2 RAPID AG TEST 25T EN QTY 1512 BATCH NO  QCO390080I  QCO391026I MFG DT 11.12.2020  8.1.2021 EXP DT 10.12.2022  7.1.2023,0.0,,,,,,KPAF,,M/S. LINKS LOGISTICS,,0.0,,,,,,,,,,,26357,Pakistan Trade Atlas All 2021 HS 382200.csv,"rapid,ag | rapid,ag | rapid,ag","{'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4} | {'rapid': 4, 'ag': 4}","diagnostics,gmbh,roche | diagnostics,gmbh,roche | diagnostics,gmbh,roche","{'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'} | {'roche': 20, 'gmbh': 4, 'diagnostics': '1ea'}",8.0,25.0,46.0,549 | 1122 | 156,893 | 911 | 914,643
980,26396,26397,02-04-2021,38220000,"Diagnostic or laboratory reagents on a backing, prepared diagnostic or laboratory reagents whether or not on a backing, other than those of heading 30.02 or 30.06, certified reference materials.",HOSPICARE SYSTEM,"45 MEZ FLOOR, NOBLE HEIGHTSMAIN UNIVERSITY ROAD KARACHI PAKISTAN",PK - Pakistan,.,.,.,.,"ABBOTT GMBH & CO KG , FRANKFURT",,United States,800.0,0.0,USD,0.0,,0.0,,2.0,KG,M2K OPTICAL AD COVERS100X SINGLE  MULTI CHANNEL PIPETTE FOR COVID19 USE,0.0,,,,,,KPAF,,UNITED COMMERCIAL SERVICES,,0.0,,,,,,,,,,,26397,Pakistan Trade Atlas All 2021 HS 382200.csv,multi,{'multi': '1ea'},abbott | abbott | abbott | abbott | abbott | abbott,{'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20} | {'abbott': 20},0.3333333333333333,10.0,10.0,971,916 | 17 | 18 | 32 | 33 | 975,916 | 17 | 18 | 32 | 33 | 975
